Speed (linear);Time;Acceleration (linear);;;;;;;;;;;;;;;;;;;;;;;;
88,42076854;0,003507154;4,460498606;;;;;;;;;;;;;;;;;;;;;;;;
77,38587469;0,00817706;-17,63783919;;;;;;;;;;;;;;;;;;;;;;;;
77,08935334;0,012865088;-17,65757826;;;;;;;;;;;;;;;;;;;;;;;;
76,79134813;0,017571471;-17,67650044;;;;;;;;;;;;;;;;;;;;;;;;
76,49185553;0,022296447;-17,69460831;;;;;;;;;;;;;;;;;;;;;;;;
76,19087181;0,027040255;-17,71190441;;;;;;;;;;;;;;;;;;;;;;;;
75,88839303;0,031803142;-17,72839127;;;;;;;;;;;;;;;;;;;;;;;;
75,58441509;0,036585356;-17,74407145;;;;;;;;;;;;;;;;;;;;;;;;
75,27893366;0,041387153;-17,75894748;;;;;;;;;;;;;;;;;;;;;;;;
74,97194421;0,046208789;-17,77302189;;;;;;;;;;;;;;;;;;;;;;;;
74,663442;0,05105053;-17,78629722;;;;;;;;;;;;;;;;;;;;;;;;
74,35342209;0,055912644;-17,79877601;;;;;;;;;;;;;;;;;;;;;;;;
74,0418793;0,060795402;-17,81046079;;;;;;;;;;;;;;;;;;;;;;;;
73,72880823;0,065699086;-17,82135409;;;;;;;;;;;;;;;;;;;;;;;;
73,41420324;0,070623977;-17,83145845;;;;;;;;;;;;;;;;;;;;;;;;
73,09805845;0,075570366;-17,8407764;;;;;;;;;;;;;;;;;;;;;;;;
72,78036774;0,080538547;-17,84931049;;;;;;;;;;;;;;;;;;;;;;;;
72,46112475;0,085528822;-17,85706325;;;;;;;;;;;;;;;;;;;;;;;;
72,14032283;0,090541496;-17,86403722;;;;;;;;;;;;;;;;;;;;;;;;
71,81795509;0,095576882;-17,87023496;;;;;;;;;;;;;;;;;;;;;;;;
71,49401434;0,1006353;-17,87565901;;;;;;;;;;;;;;;;;;;;;;;;
71,16849313;0,105717076;-17,88031192;;;;;;;;;;;;;;;;;;;;;;;;
70,8413837;0,110822541;-17,88419626;;;;;;;;;;;;;;;;;;;;;;;;
70,51267802;0,115952034;-17,88731458;;;;;;;;;;;;;;;;;;;;;;;;
70,1823677;0,121105903;-17,88966946;;;;;;;;;;;;;;;;;;;;;;;;
69,85044409;0,1262845;-17,89126347;;;;;;;;;;;;;;;;;;;;;;;;
69,51689818;0,131488186;-17,89209918;;;;;;;;;;;;;;;;;;;;;;;;
69,18172061;0,136717332;-17,89217918;;;;;;;;;;;;;;;;;;;;;;;;
68,84490171;0,141970372;-16,55947542;;;;;;;;;;;;;;;;;;;;;;;;
68,5317464;0,147247388;-16,39061354;;;;;;;;;;;;;;;;;;;;;;;;
68,22036968;0,152548454;-16,21773821;;;;;;;;;;;;;;;;;;;;;;;;
67,91087302;0,157873632;-16,0404919;;;;;;;;;;;;;;;;;;;;;;;;
67,60336647;0,163222976;-15,85847732;;;;;;;;;;;;;;;;;;;;;;;;
67,29796964;0,168596527;-15,67125159;;;;;;;;;;;;;;;;;;;;;;;;
66,99481271;0,173994311;-15,47831917;;;;;;;;;;;;;;;;;;;;;;;;
66,69403767;0,17941634;-15,27912352;;;;;;;;;;;;;;;;;;;;;;;;
66,39579977;0,184862612;-15,07303691;;;;;;;;;;;;;;;;;;;;;;;;
66,10026911;0,190333102;-14,85934812;;;;;;;;;;;;;;;;;;;;;;;;
65,80763262;0,195827767;-14,6372473;;;;;;;;;;;;;;;;;;;;;;;;
65,51809623;0,20134654;-14,40580722;;;;;;;;;;;;;;;;;;;;;;;;
65,23188765;0,206889328;-14,16395986;;;;;;;;;;;;;;;;;;;;;;;;
64,94925946;0,212456009;-13,91046674;;;;;;;;;;;;;;;;;;;;;;;;
64,67049299;0,218046427;-13,64388089;;;;;;;;;;;;;;;;;;;;;;;;
64,39590301;0,223660388;-13,36249737;;;;;;;;;;;;;;;;;;;;;;;;
64,12584346;0,229297657;-13,06428788;;;;;;;;;;;;;;;;;;;;;;;;
63,86071462;0,234957948;-12,7468126;;;;;;;;;;;;;;;;;;;;;;;;
63,60097222;0,24064092;-12,40709893;;;;;;;;;;;;;;;;;;;;;;;;
63,34713913;0,246346166;-12,04147011;;;;;;;;;;;;;;;;;;;;;;;;
63,09982075;0,252073203;-11,64529613;;;;;;;;;;;;;;;;;;;;;;;;
62,85972578;0,257821459;-11,21261821;;;;;;;;;;;;;;;;;;;;;;;;
62,627695;0,263590251;-10,73555796;;;;;;;;;;;;;;;;;;;;;;;;
62,40474266;0,269378766;-10,20333598;;;;;;;;;;;;;;;;;;;;;;;;
62,19211888;0,275186022;-9,600525707;;;;;;;;;;;;;;;;;;;;;;;;
61,99140911;0,281010821;-8,903647608;;;;;;;;;;;;;;;;;;;;;;;;
61,80470606;0,286851664;-8,073611846;;;;;;;;;;;;;;;;;;;;;;;;
61,63494195;0,292706593;-7,035281225;;;;;;;;;;;;;;;;;;;;;;;;
61,48665409;0,298572802;-5,598303367;;;;;;;;;;;;;;;;;;;;;;;;
61,36842715;0,304442968;-1,958084216;;;;;;;;;;;;;;;;;;;;;;;;
61,32704774;0,310316471;-1,647356477;;;;;;;;;;;;;;;;;;;;;;;;
61,29221503;0,316189974;0;;;;;;;;;;;;;;;;;;;;;;;;
61,25738233;0,322063477;-1,64735591;;;;;;;;;;;;;;;;;;;;;;;;
61,24186309;0,32794032;-0,733540169;;;;;;;;;;;;;;;;;;;;;;;;
61,2314922;0,333818652;-0,490071562;;;;;;;;;;;;;;;;;;;;;;;;
61,22466366;0,339697979;-0,322624678;;;;;;;;;;;;;;;;;;;;;;;;
61,22053673;0,345577962;-0,194961616;;;;;;;;;;;;;;;;;;;;;;;;
61,21857728;0,351458342;-0,092560343;;;;;;;;;;;;;;;;;;;;;;;;
61,21841087;0,35733891;-0,007860915;;;;;;;;;;;;;;;;;;;;;;;;
61,21975857;0,363219494;0,063660752;;;;;;;;;;;;;;;;;;;;;;;;
61,22240397;0,369099948;0,124961917;;;;;;;;;;;;;;;;;;;;;;;;
61,22617408;0,374980149;0,178097964;;;;;;;;;;;;;;;;;;;;;;;;
61,23092751;0,380859987;0,22456352;;;;;;;;;;;;;;;;;;;;;;;;
61,23654668;0,386739369;0,265483838;;;;;;;;;;;;;;;;;;;;;;;;
61,24293243;0,392618211;0,30172968;;;;;;;;;;;;;;;;;;;;;;;;
61,25000021;0,39849644;0,333990053;;;;;;;;;;;;;;;;;;;;;;;;
61,25767719;0,404373991;0,362820254;;;;;;;;;;;;;;;;;;;;;;;;
61,2659002;0,410250806;0,388674771;;;;;;;;;;;;;;;;;;;;;;;;
61,27461405;0,416126831;0,411930473;;;;;;;;;;;;;;;;;;;;;;;;
61,28377025;0,422002021;0,43290339;;;;;;;;;;;;;;;;;;;;;;;;
61,29332599;0,427876334;0,451861111;;;;;;;;;;;;;;;;;;;;;;;;
61,30324332;0,43374973;0,469032134;;;;;;;;;;;;;;;;;;;;;;;;
61,31348843;0,439622176;0,48461302;;;;;;;;;;;;;;;;;;;;;;;;
61,32403115;0,445493641;0,498773971;;;;;;;;;;;;;;;;;;;;;;;;
61,33484445;0,451364097;0,511663213;;;;;;;;;;;;;;;;;;;;;;;;
61,34590407;0,457233517;0,523410501;;;;;;;;;;;;;;;;;;;;;;;;
61,35718816;0,46310188;0,534129946;;;;;;;;;;;;;;;;;;;;;;;;
61,368677;0,468969163;0,543922311;;;;;;;;;;;;;;;;;;;;;;;;
61,38035281;0,474835348;0,552876904;;;;;;;;;;;;;;;;;;;;;;;;
61,39219944;0,480700417;0,561073147;;;;;;;;;;;;;;;;;;;;;;;;
61,46499896;0,486564354;3,448551413;;;;;;;;;;;;;;;;;;;;;;;;
61,57063691;0,492421346;5,010058745;;;;;;;;;;;;;;;;;;;;;;;;
61,70000696;0,498268289;6,146139487;;;;;;;;;;;;;;;;;;;;;;;;
61,84802493;0,504102972;7,046843555;;;;;;;;;;;;;;;;;;;;;;;;
62,01133117;0,509923691;7,793340279;;;;;;;;;;;;;;;;;;;;;;;;
62,18750354;0,515729082;8,429539301;;;;;;;;;;;;;;;;;;;;;;;;
62,3746995;0,521518026;8,982445519;;;;;;;;;;;;;;;;;;;;;;;;
62,56155157;0,527289597;8,992933469;;;;;;;;;;;;;;;;;;;;;;;;
62,74712998;0,53304393;8,958389815;;;;;;;;;;;;;;;;;;;;;;;;
