Speed (linear);Time;Acceleration (linear)
84,04375342;2,581694707;5,113023662
84,12242286;2,58597819;5,101601293
84,20084324;2,590257667;5,090210291
84,27901574;2,594533159;5,078850528
84,35694152;2,598804685;5,067521881
84,43462175;2,603072265;5,056224224
84,51205758;2,607335918;5,044957436
84,58925015;2,611595666;5,033721394
84,6662006;2,615851526;5,022515975
84,74291005;2,620103518;5,01134106
84,81937963;2,624351661;5,000196528
84,89561045;2,628595974;4,989082259
84,97160361;2,632836475;4,977998135
85,04736021;2,637073185;4,966944038
85,12288133;2,641306121;4,955919852
85,19816806;2,645535301;4,944925459
85,27322147;2,649760744;4,933960744
85,34804263;2,653982468;4,923025592
85,42263259;2,658200491;4,912119888
85,49699241;2,66241483;4,901243519
85,57112313;2,666625505;4,890396373
85,64502579;2,670832532;4,879578337
85,71870142;2,675035928;4,868789299
85,79215103;2,679235712;4,858029149
85,86537566;2,6834319;4,847297776
85,9383763;2,687624509;4,836595071
86,01115395;2,691813558;4,825920925
86,08370962;2,695999061;4,815275231
86,15604429;2,700181037;4,804657879
86,22815894;2,704359502;4,794068764
86,30005455;2,708534472;4,783507779
86,37173209;2,712705964;4,772974819
86,44319251;2,716873995;4,762469778
86,51443678;2,721038579;4,751992553
86,58546585;2,725199735;4,741543038
86,65628066;2,729357476;4,731121132
86,72688214;2,73351182;4,720726731
86,79727123;2,737662782;4,710359733
86,86744885;2,741810378;4,700020038
86,93741592;2,745954623;4,689707544
87,00717336;2,750095533;4,679422151
87,07672206;2,754233123;4,669163759
87,14606294;2,758367408;4,658932269
87,21519688;2,762498404;4,648727584
87,28412478;2,766626125;4,638549604
87,35284752;2,770750586;4,628398232
87,42136597;2,774871803;4,618273372
87,48968102;2,778989789;4,608174927
87,55779352;2,78310456;4,598102802
87,62570435;2,78721613;4,5880569
87,69341434;2,791324514;4,578037129
87,76092436;2,795429725;4,568043392
87,82823525;2,799531778;4,558075597
87,89534785;2,803630688;4,548133651
87,962263;2,807726468;4,538217461
88,02898151;2,811819132;4,528326934
88,09550423;2,815908694;4,51846198
88,16183196;2,819995169;4,508622507
88,22796552;2,824078568;4,498808425
88,29390571;2,828158907;4,489019643
88,35965335;2,832236199;4,479256072
88,42520923;2,836310456;4,469517623
88,49057415;2,840381694;4,459804207
88,55574889;2,844449924;4,450115736
88,62073423;2,848515159;4,440452122
88,68553096;2,852577414;4,430813278
88,75013986;2,856636701;4,421199118
88,81456168;2,860693032;4,411609555
88,8787972;2,864746422;4,402044504
88,94284718;2,868796882;4,392503878
89,00671237;2,872844425;4,382987593
89,07039353;2,876889063;4,373495565
89,1338914;2,880930811;4,36402771
89,19720671;2,884969678;4,354583943
89,26034022;2,889005679;4,345164183
89,32329266;2,893038825;4,335768346
89,38606475;2,897069129;4,326396349
89,44865722;2,901096602;4,317048112
89,51107078;2,905121258;4,307723553
89,57330616;2,909143107;4,298422591
89,63536407;2,913162161;4,289145144
89,69724522;2,917178433;4,279891134
89,7589503;2,921191934;4,27066048
89,82048002;2,925202676;4,261453103
89,88183508;2,929210671;4,252268925
89,94301616;2,93321593;4,243107865
90,00402395;2,937218464;4,233969848
90,06485914;2,941218285;4,224854794
90,1255177;2,945215404;4,215435703
90,1859996;2,949209834;4,205989833
90,24630556;2,953201584;4,196568605
90,30643627;2,957190667;4,187171933
90,36639245;2,961177094;4,17779973
90,42617478;2,965160876;4,168451913
90,48578396;2,969142024;4,159128398
90,54522069;2,973120549;4,1498291
90,60448564;2,977096463;4,140553937
