,Cycle,Cell05
5694,1,3.3291371
10438,2,3.32227054
15172,3,3.31647211
19901,4,3.31174182
24627,5,3.30762188
29350,6,3.30411231
34069,7,3.30029755
38785,8,3.29663539
43499,9,3.29358358
48211,10,3.2902266
52921,11,3.2870222
57631,12,3.28412299
62340,13,3.28152895
67049,14,3.27832456
71757,15,3.27588312
76464,16,3.27374685
81171,17,3.27130541
85876,18,3.26901656
90581,19,3.26703288
95285,20,3.26474403
99989,21,3.26291295
104693,22,3.26092927
109396,23,3.2589456
114098,24,3.2574197
118800,25,3.25543603
127361,26,3.22964828
132076,27,3.23132677
136781,28,3.23254749
141483,29,3.23300526
146184,30,3.23300526
150884,31,3.2323949
155582,32,3.23208972
160278,33,3.23147936
164973,34,3.23041123
169667,35,3.22919051
174360,36,3.22812238
179052,37,3.22705425
183742,38,3.22568093
188431,39,3.2246128
193119,40,3.22369726
197805,41,3.22247654
202491,42,3.22186618
207176,43,3.22034028
211862,44,3.21927214
216547,45,3.21850919
221231,46,3.21759365
225914,47,3.21637293
230596,48,3.21499962
235278,49,3.21393149
239960,50,3.21271077
244642,51,3.21225299
249323,52,3.21118486
254004,53,3.21011673
258684,54,3.20935378
263365,55,3.20828565
268046,56,3.20737011
272726,57,3.20660716
277406,58,3.20584421
282086,59,3.20447089
286766,60,3.20340276
291446,61,3.2027924
296125,62,3.20187686
300804,63,3.20141909
305482,64,3.20050355
310159,65,3.19989319
314836,66,3.19867247
319513,67,3.19821469
324189,68,3.19745174
328865,69,3.19684138
333540,70,3.19592584
338214,71,3.19516289
342888,72,3.19470512
347562,73,3.19378958
352236,74,3.19317922
356909,75,3.19272145
364804,76,3.16556039
369491,77,3.16769665
374169,78,3.16983291
378844,79,3.17151141
383519,80,3.17303731
388193,81,3.17410544
392865,82,3.1747158
397536,83,3.17517357
402206,84,3.17532616
406875,85,3.17563134
411543,86,3.17593652
416210,87,3.17547875
420877,88,3.17532616
425543,89,3.17532616
430208,90,3.17502098
434872,91,3.17486839
439536,92,3.17502098
444199,93,3.17441062
448862,94,3.17456321
453525,95,3.17410544
458188,96,3.17349508
462851,97,3.17334249
467513,98,3.17288472
472174,99,3.17212177
476835,100,3.17181659
481495,101,3.17151141
486156,102,3.17120623
490817,103,3.17090105
495477,104,3.17059586
500137,105,3.17029068
504796,106,3.16983291
509454,107,3.16952773
514113,108,3.16876478
518772,109,3.16830701
523430,110,3.16800183
528088,111,3.16769665
532746,112,3.16739147
537404,113,3.16723888
542061,114,3.16678111
546719,115,3.16678111
551377,116,3.16586557
556034,117,3.16556039
560691,118,3.16556039
565348,119,3.16495003
570004,120,3.16479744
574660,121,3.16449226
579316,122,3.16403449
583972,123,3.16403449
588627,124,3.1637293
593282,125,3.16342412
601808,126,3.13763638
606468,127,3.14007782
611119,128,3.14282444
615769,129,3.14496071
620419,130,3.14679179
625068,131,3.14755474
629716,132,3.14831769
634363,133,3.14892805
639010,134,3.14923323
643656,135,3.14953841
648302,136,3.14999619
652947,137,3.15014878
657591,138,3.15045396
662234,139,3.15060655
666876,140,3.15075914
671518,141,3.15106432
676159,142,3.15106432
680800,143,3.15091173
685440,144,3.15106432
690080,145,3.15075914
694719,146,3.15106432
699358,147,3.15075914
703997,148,3.15091173
708636,149,3.15060655
713274,150,3.15045396
717912,151,3.15014878
722550,152,3.15045396
727187,153,3.15045396
731824,154,3.1498436
736460,155,3.1498436
741097,156,3.149691
745734,157,3.14953841
750371,158,3.1498436
755008,159,3.14953841
759644,160,3.14953841
764279,161,3.14953841
768915,162,3.14953841
773551,163,3.1498436
778187,164,3.1498436
782822,165,3.1498436
787457,166,3.14999619
792092,167,3.14999619
796727,168,3.1498436
801362,169,3.1498436
805997,170,3.14953841
810632,171,3.149691
815267,172,3.14938582
