,Cycle,Cell06
2003,1,3.88197147
6716,2,3.88746471
11458,3,3.88715953
16196,4,3.88624399
20930,5,3.88593881
25661,6,3.88548104
30388,7,3.88532845
35113,8,3.88502327
39836,9,3.88517586
44557,10,3.88502327
49276,11,3.88502327
53994,12,3.88487068
58711,13,3.88471809
63427,14,3.8845655
68143,15,3.88517586
72858,16,3.88502327
77572,17,3.88487068
82286,18,3.88517586
86999,19,3.88487068
91711,20,3.88517586
96423,21,3.88502327
101135,22,3.88532845
105848,23,3.88563363
110561,24,3.88532845
115274,25,3.88578622
123892,26,3.88624399
128629,27,3.88364996
133353,28,3.8830396
138071,29,3.88258183
142785,30,3.88212406
147495,31,3.88197147
152203,32,3.88181888
156909,33,3.88197147
161613,34,3.88197147
166315,35,3.88181888
171015,36,3.88151369
175713,37,3.88166629
180409,38,3.88181888
185103,39,3.88181888
189796,40,3.8813611
194486,41,3.88151369
199175,42,3.8813611
203861,43,3.88120851
208546,44,3.88105592
213229,45,3.88090333
217910,46,3.88105592
222591,47,3.88120851
227272,48,3.8813611
231952,49,3.88090333
236630,50,3.88166629
241312,51,3.88242924
245997,52,3.88242924
250683,53,3.8830396
255371,54,3.88288701
260060,55,3.88334478
264750,56,3.88380255
269441,57,3.88380255
274132,58,3.88410773
278824,59,3.88426032
283516,60,3.88441291
288209,61,3.88441291
292902,62,3.88471809
297595,63,3.8845655
302288,64,3.88441291
306981,65,3.8845655
311674,66,3.88471809
316367,67,3.88502327
321060,68,3.88502327
325755,69,3.88532845
330450,70,3.88517586
335146,71,3.88563363
339842,72,3.88578622
344539,73,3.88548104
349236,74,3.88593881
353933,75,3.88563363
361844,76,3.88517586
366571,77,3.88242924
371281,78,3.88181888
375985,79,3.88197147
380687,80,3.88242924
385390,81,3.88258183
390092,82,3.88288701
394796,83,3.88334478
399500,84,3.88410773
404204,85,3.88395514
408908,86,3.88441291
413612,87,3.8845655
418316,88,3.88471809
423020,89,3.88471809
427724,90,3.88502327
432428,91,3.88517586
437132,92,3.88532845
441836,93,3.88548104
446540,94,3.88563363
451244,95,3.88563363
455948,96,3.8860914
460652,97,3.88639658
465357,98,3.88624399
470062,99,3.88639658
474767,100,3.88685435
479473,101,3.88670176
484178,102,3.88685435
488883,103,3.88700694
493589,104,3.88685435
498295,105,3.88715953
503001,106,3.88715953
507706,107,3.88746471
512411,108,3.88746471
517116,109,3.88746471
521821,110,3.88746471
526526,111,3.8876173
531231,112,3.8876173
535936,113,3.88776989
540641,114,3.8876173
545346,115,3.88792248
550051,116,3.88792248
554757,117,3.88776989
559462,118,3.88792248
564167,119,3.88838025
568873,120,3.88822766
573578,121,3.88853285
578284,122,3.88838025
582989,123,3.88838025
587694,124,3.88853285
592399,125,3.88838025
601019,126,3.88685435
605732,127,3.88517586
610433,128,3.88441291
615130,129,3.88517586
619828,130,3.88548104
624527,131,3.88578622
629227,132,3.8860914
633927,133,3.88624399
638627,134,3.88639658
643326,135,3.88670176
648025,136,3.88700694
652724,137,3.88685435
657423,138,3.88715953
662121,139,3.88731212
666818,140,3.88731212
671515,141,3.88731212
676211,142,3.8876173
680907,143,3.88731212
685602,144,3.88746471
690297,145,3.88792248
694992,146,3.8876173
699687,147,3.88792248
704382,148,3.88776989
709076,149,3.88822766
713770,150,3.88792248
718464,151,3.88807507
723158,152,3.88838025
727852,153,3.88838025
732546,154,3.88868544
737240,155,3.88868544
741934,156,3.88883803
746628,157,3.88883803
751322,158,3.88868544
756016,159,3.88914321
760709,160,3.88914321
765403,161,3.88883803
770096,162,3.88944839
774790,163,3.88944839
779484,164,3.88960098
784178,165,3.88960098
788872,166,3.88975357
793566,167,3.88960098
798260,168,3.88975357
802954,169,3.88990616
807649,170,3.89005875
812344,171,3.89005875
817039,172,3.89005875
821734,173,3.89005875
826429,174,3.89036393
831125,175,3.89036393
835821,176,3.89036393
840516,177,3.89051652
845212,178,3.89051652
849907,179,3.89051652
854603,180,3.8908217
859299,181,3.89066911
863995,182,3.8908217
868690,183,3.89051652
873386,184,3.8908217
878082,185,3.89097429
882779,186,3.89097429
887474,187,3.89097429
892170,188,3.8908217
896865,189,3.89097429
901560,190,3.89097429
906255,191,3.89143206
910950,192,3.89112688
915646,193,3.89127947
920343,194,3.89127947
925039,195,3.89112688
929734,196,3.89127947
934429,197,3.89143206
939124,198,3.89127947
943819,199,3.89143206
948514,200,3.89143206
953209,201,3.89143206
957903,202,3.89158465
962599,203,3.89143206
967295,204,3.89158465
971989,205,3.89173724
976683,206,3.89173724
981378,207,3.89158465
986073,208,3.89173724
990767,209,3.89173724
995461,210,3.89188983
1000154,211,3.89173724
1004848,212,3.89173724
1009541,213,3.89204242
1014238,214,3.88807507
1018915,215,3.89173724
1023609,216,3.89188983
1028304,217,3.89219501
1032999,218,3.89204242
1037693,219,3.8923476
1042387,220,3.89219501
1047081,221,3.89204242
1051775,222,3.89219501
1056468,223,3.8923476
1061162,224,3.89250019
1065855,225,3.89219501
1074416,226,3.88960098
1079107,227,3.88899062
1083794,228,3.88975357
1088484,229,3.89005875
1093175,230,3.89005875
1097866,231,3.89021134
1102556,232,3.89021134
1107246,233,3.89051652
1111936,234,3.89051652
1116626,235,3.89066911
1121315,236,3.8908217
1126004,237,3.89097429
1130693,238,3.8908217
1135382,239,3.89097429
1140070,240,3.89112688
1144758,241,3.89143206
1149445,242,3.89112688
1154132,243,3.89143206
1158819,244,3.89158465
1163505,245,3.89143206
1168191,246,3.89173724
1172877,247,3.89173724
1177563,248,3.89158465
1182249,249,3.89204242
1186934,250,3.89188983
1191619,251,3.89204242
1196304,252,3.89219501
1200989,253,3.89173724
