,Cycle,CE
0,1,98.39658853849477
1,2,99.95227653267436
2,3,99.9646014138669
3,4,99.94461413867684
4,5,99.9681334681982
5,6,99.95949824557303
6,7,99.96598598609646
7,8,99.9683870310229
8,9,99.96880730967104
9,10,99.96860994989927
10,11,99.96786185923365
11,12,99.96831266568076
12,13,99.96581144410771
13,14,99.97684960457632
14,15,99.96915390125223
15,16,99.97265923075673
16,17,99.97291753193636
17,18,99.97129194372052
18,19,99.98441054314966
19,20,99.97482996422931
20,21,99.9821039633063
21,22,99.98145445167862
22,23,99.98505862864197
23,24,99.98356429931944
24,25,99.97401478688552
25,26,99.98746979034621
26,27,99.96594896564709
27,28,99.95954944706756
28,29,99.96418868375395
29,30,99.9708096885858
30,31,99.9690859909531
31,32,99.9803213210044
32,33,99.9697012602717
33,34,99.9765522751113
34,35,99.97898632227188
35,36,99.97287975728845
36,37,99.98343474409765
37,38,99.9720987127405
38,39,99.98362840640401
39,40,99.99311325863385
40,41,99.99376297147631
41,42,99.97005046593938
42,43,99.9828797384466
43,44,99.99158598361313
44,45,99.96731924227421
45,46,99.99428198272248
46,47,99.97729197549093
47,48,99.99022087819763
48,49,99.98297666080704
49,50,99.97998725161938
50,51,99.99941516857767
51,52,99.98118951160954
52,53,99.99415164587306
53,54,99.98235827898677
54,55,99.98281287870961
55,56,99.99044750203802
56,57,99.96874551244687
57,58,99.98199929946732
58,59,99.997205636556
59,60,99.99415146154976
60,61,99.9918118945229
61,62,99.99441128219159
62,63,99.98778314828269
63,64,99.99668584651765
64,65,99.98807572015177
65,66,99.99473625553465
66,67,100.00064983971704
67,68,99.99210460136034
68,69,99.99460640745798
69,70,99.99486649808419
70,71,99.99090265778854
71,72,99.99470389922983
72,73,99.99441158543321
73,74,99.99314437809763
74,75,100.00981238205647
75,76,100.0949005638191
76,77,99.96621622718013
77,78,99.97731231785345
78,79,99.96416600100036
79,80,99.96893454245158
80,81,99.96945209855316
81,82,99.97876789510951
82,83,99.98084474667178
83,84,99.98009772568626
84,85,99.98171939630498
85,86,99.98087510207792
86,87,99.9824648509561
87,88,99.98720574845073
88,89,99.99045277549831
89,90,99.98090545178579
90,91,99.99045218950131
91,92,99.98515904663273
92,93,99.98567808425378
93,94,99.98558016922516
94,95,99.98415151154958
95,96,99.99775891367726
96,97,99.9817156441663
97,98,99.99590763998145
98,99,99.98989917033539
99,100,99.98216946028028
100,101,99.99093836627513
101,102,99.98986637253164
102,103,99.98216901435897
103,104,99.99236710893045
104,105,99.9818760438327
105,106,99.98496166361028
106,107,99.97736066986432
107,108,99.98119277438735
108,109,99.99951275937036
109,110,99.98934566464375
110,111,99.99551721438402
111,112,99.98658434936043
112,113,99.99928535301773
113,114,99.98960531038706
114,115,99.99545229374934
115,116,99.98817578322443
116,117,100.00129937714357
117,118,99.98379081774188
118,119,99.99629684130308
119,120,99.98801342885774
120,121,99.98837068034119
121,122,99.99087163834275
122,123,99.99239841653169
123,124,99.99671893415389
124,125,99.99486732356262
125,126,99.98581174359062
126,127,99.98230449962482
127,128,99.97243226340858
128,129,99.97395676042882
129,130,99.98493167456184
130,131,99.98129404302955
131,132,99.9922703883123
132,133,99.95573597466915
133,134,99.98437680166171
134,135,99.97797773217415
135,136,99.97960018307862
136,137,99.98288189612721
137,138,99.97836470288988
138,139,99.99395742715045
139,140,99.9726460407418
140,141,99.98255342485692
141,142,99.97667330838439
142,143,99.98398254910096
143,144,99.98170812338017
144,145,99.9790114865001
145,146,99.98924473682585
146,147,99.98326717096921
147,148,99.98407855963603
148,149,99.98820502589372
149,150,99.97468695825947
150,151,99.98592973119288
151,152,99.98404512856507
152,153,99.98251699961817
153,154,99.98410839827278
154,155,99.99304515126796
155,156,99.98170338555613
156,157,99.98830068031545
157,158,99.97751102268624
158,159,99.98521209592053
159,160,99.9877142570197
160,161,99.97627481435043
161,162,99.99921995992544
162,163,99.97614400699429
163,164,99.98615356412459
164,165,99.98758325637878
165,166,99.9804006331603
166,167,99.99713963272885
167,168,99.97383533094893
168,169,99.9917762650006
169,170,99.9768889767245
170,171,99.9925559175742
171,172,99.98377884091204
172,173,99.98247842798666
173,174,99.99330344154343
174,175,99.97662674901159
175,176,99.98003995909166
176,177,99.99239262878238
177,178,99.9881336932888
178,179,99.98081807340631
179,180,99.98855539869804
180,181,99.91813754128479
181,182,100.0573311705965
182,183,99.9856292409183
183,184,99.98907500044709
184,185,99.97860532051213
185,186,99.98159596776107
186,187,99.98923704291168
187,188,99.98127042450453
188,189,99.98640764007692
189,190,99.9845540761793
190,191,99.98302552739557
191,192,99.98787038021642
192,193,99.98344714370546
193,194,99.98799976975168
194,195,99.80686040680617
