,Cycle,Cell11
6503,1,3.321355
12065,2,3.31708248
17627,3,3.31479362
23188,4,3.31326772
28749,5,3.31143664
34310,6,3.31036851
39870,7,3.30945296
45430,8,3.30853742
50990,9,3.30746929
56550,10,3.30670634
62110,11,3.3057908
67668,12,3.30533303
73227,13,3.30502785
78786,14,3.30380713
84345,15,3.30350195
89904,16,3.3025864
95463,17,3.30182345
101021,18,3.30151827
106580,19,3.30060273
112138,20,3.30029755
117696,21,3.29938201
123254,22,3.29907683
128812,23,3.29831388
134370,24,3.2980087
139928,25,3.29724575
149445,26,3.28351263
155008,27,3.28381781
160570,28,3.28427558
166132,29,3.28412299
171694,30,3.28412299
177255,31,3.28412299
182816,32,3.28381781
188377,33,3.28351263
193938,34,3.28320745
199499,35,3.28305486
205059,36,3.28274968
210619,37,3.28213931
216179,38,3.28198672
221739,39,3.28137636
227299,40,3.28107118
232859,41,3.28030823
238419,42,3.28030823
243979,43,3.27985046
249539,44,3.2792401
255098,45,3.27893492
260658,46,3.27832456
266218,47,3.27786679
271778,48,3.27756161
277338,49,3.27710384
282897,50,3.27679866
288457,51,3.2761883
294016,52,3.27573053
299575,53,3.27557794
305134,54,3.27481498
310693,55,3.27420462
316252,56,3.27405203
321811,57,3.27359426
327370,58,3.27313649
332930,59,3.27252613
338490,60,3.27176318
344049,61,3.27100023
349609,62,3.27069505
355168,63,3.27038987
360728,64,3.2699321
366288,65,3.26962692
371848,66,3.26916915
377408,67,3.26855879
382968,68,3.26794842
388528,69,3.26733806
394088,70,3.26657511
399648,71,3.26626993
405208,72,3.26611734
410768,73,3.26550698
416328,74,3.2652018
421888,75,3.26428626
430716,76,3.25284199
436281,77,3.25284199
441846,78,3.2526894
447410,79,3.2526894
452974,80,3.25253681
458538,81,3.25284199
464102,82,3.25238422
469666,83,3.25223163
475230,84,3.25177386
480793,85,3.25162127
486356,86,3.25131609
491919,87,3.25101091
497482,88,3.25070573
503045,89,3.25024796
508608,90,3.24994278
514171,91,3.24979019
519733,92,3.24933242
525295,93,3.24917983
530857,94,3.24902724
536419,95,3.24872206
541981,96,3.24826429
547543,97,3.24765393
553105,98,3.24765393
558667,99,3.24689097
564229,100,3.24673838
569791,101,3.24658579
575353,102,3.24612802
580914,103,3.24582284
586476,104,3.24521248
592037,105,3.24505989
597598,106,3.24475471
603159,107,3.24414435
608720,108,3.24414435
614281,109,3.24383917
619842,110,3.2433814
625403,111,3.24277104
630964,112,3.24277104
636525,113,3.24216068
642086,114,3.24200809
647647,115,3.24170291
653208,116,3.24139773
658769,117,3.24093996
664330,118,3.24078737
669891,119,3.24032959
675452,120,3.240177
681013,121,3.23987182
686574,122,3.23956664
692135,123,3.23926146
697696,124,3.2386511
703257,125,3.23834592
712788,126,3.22415503
718352,127,3.22522316
723915,128,3.2261387
729478,129,3.22659648
735041,130,3.22735943
740604,131,3.22766461
746167,132,3.22796979
751729,133,3.22827497
757291,134,3.22842756
762852,135,3.22858015
768413,136,3.22888533
773974,137,3.22888533
779535,138,3.22919051
785096,139,3.22888533
790656,140,3.22873274
796216,141,3.22858015
801776,142,3.22873274
807336,143,3.22842756
812896,144,3.22812238
818456,145,3.22827497
824016,146,3.22812238
829576,147,3.22812238
835136,148,3.22796979
840696,149,3.2278172
846255,150,3.22766461
851814,151,3.22751202
857373,152,3.22751202
862931,153,3.22751202
868490,154,3.22735943
874049,155,3.22690166
879607,156,3.22690166
885166,157,3.22674907
890724,158,3.22659648
896282,159,3.22644388
901840,160,3.22674907
907398,161,3.22629129
912956,162,3.22629129
918514,163,3.22598611
924072,164,3.22568093
929630,165,3.22583352
935187,166,3.22568093
940745,167,3.22537575
946302,168,3.22537575
951859,169,3.22552834
957416,170,3.22522316
962973,171,3.22476539
968530,172,3.22476539
974087,173,3.22476539
979644,174,3.2246128
985200,175,3.22446021
990756,176,3.22430762
996312,177,3.22415503
1001868,178,3.22415503
1007424,179,3.22415503
1012980,180,3.22415503
1018536,181,3.22552834
1024093,182,3.22354467
1029649,183,3.22323949
1035205,184,3.22323949
1040760,185,3.22339208
1046315,186,3.2230869
1051870,187,3.2230869
1057425,188,3.22278172
1062980,189,3.22262913
1068535,190,3.22247654
1074090,191,3.22278172
1079645,192,3.22247654
1085199,193,3.22232395
1090753,194,3.22232395
1096301,195,3.22888533
1101859,196,3.22171359
1107413,197,3.22201877
1112967,198,3.22171359
