,Cycle,Cell07
6036,1,3.3166247
11114,2,3.31219959
16187,3,3.30975814
21259,4,3.30716411
26327,5,3.30548562
31394,6,3.30411231
36461,7,3.30212863
41527,8,3.30060273
46592,9,3.29907683
51657,10,3.29770352
56721,11,3.29663539
61785,12,3.29541466
66849,13,3.29343099
71912,14,3.29251545
76973,15,3.29144732
82034,16,3.29037919
87095,17,3.28946365
92156,18,3.28839551
97217,19,3.2870222
102278,20,3.28625925
107339,21,3.28519112
112400,22,3.2839704
117461,23,3.28274968
122522,24,3.28168154
127583,25,3.28061341
136610,26,3.26382849
141688,27,3.26459144
146758,28,3.26581216
151826,29,3.26688029
156893,30,3.2667277
161958,31,3.26733806
167021,32,3.2667277
172083,33,3.26657511
177145,34,3.26626993
182207,35,3.26611734
187269,36,3.26550698
192331,37,3.26489662
197392,38,3.26398108
202452,39,3.26382849
207511,40,3.26337072
212570,41,3.26291295
217629,42,3.26245518
222688,43,3.26153964
227747,44,3.26108186
232806,45,3.2604715
237864,46,3.25955596
242923,47,3.25909819
247982,48,3.25833524
253040,49,3.25757229
258098,50,3.25726711
263155,51,3.25696193
268212,52,3.25619898
273267,53,3.25543603
278322,54,3.25497826
283378,55,3.25452049
288434,56,3.25360494
293490,57,3.25329976
298546,58,3.25284199
303603,59,3.25177386
308660,60,3.25177386
313716,61,3.25085832
318772,62,3.25040055
323828,63,3.24979019
328884,64,3.24917983
333940,65,3.24887465
338996,66,3.24826429
344052,67,3.24765393
349108,68,3.24704356
354165,69,3.24658579
359221,70,3.24612802
364277,71,3.24551766
369333,72,3.24505989
374389,73,3.24460212
379445,74,3.24414435
384501,75,3.24353399
392867,76,3.22476539
397944,77,3.22583352
403015,78,3.22720684
408083,79,3.22873274
413150,80,3.22980087
418216,81,3.23041123
423280,82,3.23071641
428343,83,3.23117418
433406,84,3.23117418
438467,85,3.23163195
443527,86,3.23147936
448588,87,3.23147936
453647,88,3.230869
458705,89,3.23117418
463762,90,3.23132677
468819,91,3.23102159
473875,92,3.23132677
478931,93,3.230869
483987,94,3.23056382
489043,95,3.23025864
494098,96,3.23041123
499153,97,3.23025864
504208,98,3.22949569
509263,99,3.22964828
514318,100,3.2293431
519373,101,3.22919051
524427,102,3.22888533
529481,103,3.22888533
534535,104,3.22827497
539589,105,3.22796979
544642,106,3.22766461
549696,107,3.22751202
554750,108,3.22720684
559804,109,3.22644388
564857,110,3.22644388
569910,111,3.22659648
574963,112,3.22644388
580015,113,3.2261387
585067,114,3.22568093
590119,115,3.22568093
595171,116,3.22522316
600223,117,3.22507057
605275,118,3.22522316
610327,119,3.2246128
615379,120,3.22415503
620430,121,3.22415503
625480,122,3.22400244
630531,123,3.22354467
635582,124,3.22323949
640633,125,3.22339208
649695,126,3.19729915
654765,127,3.20019837
659828,128,3.20294499
664888,129,3.20508125
669946,130,3.20721752
675003,131,3.20828565
680058,132,3.20920119
685113,133,3.21011673
690167,134,3.21072709
695220,135,3.21103227
700273,136,3.21179522
705325,137,3.21225299
710375,138,3.21225299
715423,139,3.21316854
720470,140,3.21316854
725517,141,3.21332113
730564,142,3.2137789
735610,143,3.2137789
740656,144,3.21362631
