,Cycle,CE
0,1,98.07119462129671
1,2,100.11806841724378
2,3,100.01859213853628
3,4,99.99845669311493
4,5,99.98261173278978
5,6,99.98321156068494
6,7,99.999246943154
7,8,100.00214646255439
8,9,99.99118660001626
9,10,100.03229234177881
10,11,100.01582536036607
11,12,100.02219798492045
12,13,100.04229319588423
13,14,100.0153779759493
14,15,100.00976410083186
15,16,99.9950989540037
16,17,100.01044432889907
17,18,100.01436777274635
18,19,100.01821374794812
19,20,100.03933747099664
20,21,100.0277247068631
21,22,100.03599107692922
22,23,100.04240819700645
23,24,100.01294128166982
24,25,100.02675726144525
25,26,99.98844346188855
26,27,100.0534051629008
27,28,99.98094709896
28,29,99.95770241001848
29,30,99.98480858247069
30,31,99.99466973730121
31,32,99.99281523895381
32,33,100.0042364002097
33,34,100.00359383872288
34,35,100.04196006869495
35,36,100.02645300410002
36,37,100.04016003452023
37,38,100.03720853472184
38,39,100.02396301291921
39,40,100.02010440661333
40,41,100.0140471028513
41,42,100.02840174303391
42,43,100.01083118760943
43,44,100.02518632197133
44,45,100.04647690302464
45,46,100.03799144567489
46,47,100.05416303528133
47,48,100.05078025893765
48,49,100.01238145795264
49,50,100.03488402482105
50,51,100.02730778218766
51,52,100.03810518014546
52,53,100.03310357783772
53,54,100.03314260866799
54,55,100.04545416666983
55,56,100.04109481122141
56,57,100.03461592794736
57,58,100.04203736553723
58,59,100.0326104247309
59,60,100.03423963578723
60,61,100.02056564227296
61,62,100.04211891472585
62,63,100.03416269395944
63,64,100.0413613959547
64,65,100.0359393189783
65,66,100.03840174512074
66,67,100.02567204530092
67,68,100.02476323469945
68,69,100.04567052164748
69,70,100.01722680930716
70,71,100.02400897647917
71,72,100.0318511019686
72,73,100.03544867762419
73,74,100.03889572499244
74,75,100.03063570024729
75,76,100.15212905589878
76,77,100.0332965503645
77,78,99.99242336573695
78,79,99.96958403335341
79,80,99.97406074995017
80,81,99.98216938180643
81,82,99.97316901179582
82,83,99.99024581675974
83,84,100.0126327191966
84,85,100.02500804911112
85,86,100.02304471810521
86,87,100.01956591670293
87,88,100.02388397309703
88,89,100.01415930275654
89,90,100.02097629111152
90,91,100.01776013965757
91,92,100.02279882461076
92,93,100.0131429486944
93,94,100.03049640956867
94,95,100.03341225494839
95,96,100.03243333358594
96,97,100.03160134711162
97,98,100.02731931926772
98,99,100.01034440424567
99,100,100.02133639344461
100,101,99.9907929819031
101,102,100.02171647306287
102,103,100.00238784971103
103,104,100.02881116781519
104,105,100.02558579143297
105,106,100.02368908399428
106,107,100.02221128924785
107,108,100.03309030469234
108,109,100.02687432293004
109,110,100.00659477352826
110,111,100.02778479031011
111,112,100.03722107880483
112,113,100.01273558462589
113,114,100.02217478124673
114,115,99.97836000686719
115,116,100.03078171141766
116,117,100.02911319612475
117,118,100.02710115439545
118,119,100.02774990361456
119,120,100.03700190544646
120,121,100.02388332201086
121,122,100.02517481138796
122,123,100.02297608553474
123,124,100.03712083381204
124,125,100.02828541117357
125,126,100.02040081017141
126,127,100.01515093839713
127,128,99.97835694050991
128,129,99.95136287943856
129,130,99.96025751615531
130,131,99.98152257048307
131,132,99.99431805913991
132,133,99.99238254336645
133,134,100.00326037795362
134,135,100.01824039705664
135,136,100.00823111452326
136,137,99.98637964002793
137,138,100.01332533054223
138,139,100.00774523933549
139,140,99.995556696552
140,141,100.00816565880915
141,142,100.00486209133743
142,143,100.00600285021409
143,144,100.01842978252857
144,145,100.02147096232854
145,146,100.01637997902905
146,147,100.02276584924978
147,148,100.01949677790091
148,149,100.01759761736622
149,150,99.99464089227243
150,151,100.0091616448688
151,152,99.99125789070386
152,153,100.01680311914552
153,154,99.98715171843865
154,155,100.00676690557391
155,156,99.99904955469736
156,157,100.01364926113393
157,158,100.01836422299566
158,159,100.02874793611873
159,160,100.03110496785882
160,161,100.01897332631688
161,162,100.0202682944173
162,163,99.98874652653558
163,164,100.00498119882626
164,165,100.00905040352251
165,166,100.01308147936321
166,167,100.00365083282723
167,168,100.02662434157052
168,169,100.03114841821943
169,170,100.01601015523005
170,171,100.0290167578432
171,172,100.02160125378545
172,173,100.00871006918229
173,174,100.01315955119085
174,175,100.00901433393202
175,176,100.02225166288387
176,177,100.01810632903687
177,178,100.03670496661941
178,179,100.02365688240324
179,180,100.02145303212365
180,181,100.00882363791746
181,182,100.02210085139632
182,183,99.99794610269183
183,184,100.0219117633073
184,185,100.02415804459079
185,186,100.02282418039319
186,187,100.02483882342337
187,188,100.0346865789943
188,189,100.00673091329747
189,190,100.00323244062197
190,191,100.02996704765634
191,192,100.00859416889443
192,193,100.02487320938565
193,194,100.02498762028857
194,195,100.0370458413761
195,196,100.01840430143507
196,197,100.03046337416288
197,198,100.02026988226356
198,199,100.02262800510364
199,200,100.0147555447382
200,201,100.01494547184528
201,202,100.0000760569347
202,203,100.02107178556376
203,204,100.03202810561365
204,205,100.01813935128811
205,206,100.02436615779418
206,207,100.05487190661053
207,208,100.03576887302201
208,209,100.01250388608618
209,210,100.02538760757903
210,211,99.99923991365418
211,212,100.02280799055141
212,213,100.0256942678597
213,214,100.01976723322599
214,215,100.0236074368368
215,216,100.02505278572531
216,217,100.02550710093361
217,218,100.02680056049287
218,219,100.02356910804613
219,220,100.02364871544131
220,221,100.02885547550706
221,222,100.0227345997798
222,223,100.02444838102669
223,224,100.02360867537084
224,225,100.03091398156113
225,226,100.06115712139237
226,227,100.02843003451677
227,228,99.98704677440064
228,229,99.966933862796
229,230,99.9779515343607
230,231,99.97949929690182
231,232,99.99183349754968
232,233,99.9900049025383
233,234,99.9826267779516
234,235,100.01171276794383
235,236,100.00254861773624
236,237,100.00057070090061
237,238,99.98614958975769
238,239,99.97982636207264
239,240,99.99189001489496
240,241,99.99447784396747
241,242,100.00483771006424
242,243,100.00293362166643
243,244,99.99531345909773
244,245,100.01669249938926
245,246,100.01882873814294
246,247,100.0046502763484
247,248,100.02180735716182
248,249,100.00716759241715
249,250,100.01681634228159
250,251,100.01201184253274
251,252,100.01105931031853
252,253,100.00640710517455
253,254,100.0046528728057
254,255,100.0265876589776
255,256,100.02414518234954
256,257,100.02193349687457
257,258,100.02513762755724
258,259,100.0156776223112
259,260,100.0231182295251
260,261,100.01945561658856
261,262,100.01075862416273
262,263,100.00930889823849
263,264,100.00866108414644
264,265,100.02480153052153
265,266,100.02155882927543
266,267,100.0368276333189
267,268,100.01987947922632
268,269,100.03152565868017
269,270,100.0230534351145
270,271,100.01870298251501
271,272,100.02756075485931
272,273,100.00274838322538
273,274,100.02195299996335
274,275,100.03111859314942
275,276,100.01908957976198
276,277,100.02309668961446
277,278,100.03528111295874
278,279,100.00858980584748
279,280,100.02459016706422
280,281,100.00855227213637
281,282,100.00740730276053
282,283,100.00591862614559
283,284,100.02394678085756
284,285,100.0327354498183
285,286,100.01099964633082
286,287,100.01550739351272
287,288,100.0210867789716
288,289,100.01359999511013
289,290,100.01699996141582
290,291,100.00148999070093
291,292,100.01799694395844
292,293,99.80310989318339
293,294,100.11388848824826
294,295,99.9882828205472
295,296,100.00467320685797
296,297,100.00686029300734
297,298,100.03082004314807
298,299,100.02253768162382
299,300,100.03556175501859
300,301,100.03597351062385
301,302,100.01221692822
302,303,100.00999478433094
303,304,100.00413470564725
304,305,100.00700560793172
305,306,100.02519110593167
306,307,100.00922394827852
307,308,100.03816666775131
308,309,100.00876535899503
309,310,100.03709340801524
310,311,100.03142741320235
311,312,100.0274867150734
312,313,100.02163010604494
313,314,100.0140124281815
314,315,99.99693728907971
315,316,100.02764735908367
316,317,100.01680938691304
317,318,100.02741591241
318,319,100.01807292117373
319,320,100.0243541087411
320,321,100.02255446769925
321,322,100.02401414651541
322,323,100.02489534380472
323,324,100.02585345114848
324,325,100.02244433345693
325,326,100.07124821166988
326,327,100.0164264316912
327,328,99.985188584063
328,329,99.97282354222766
329,330,99.97065958926487
330,331,99.9724397588632
331,332,99.98330064319335
332,333,99.9959377696976
333,334,99.99988500543732
334,335,100.01100453371453
335,336,100.01016339283967
336,337,100.00759570589426
337,338,100.00161142237567
338,339,99.98292347105586
339,340,99.99312870963308
340,341,99.99681292156792
341,342,99.99923188388543
342,343,100.0045326579929
343,344,100.01271588675253
344,345,100.02020826810147
345,346,100.02439935324423
346,347,100.01429407445292
347,348,100.01053051100266
348,349,100.01103303413437
349,350,99.99369416306357
350,351,100.00584559851431
351,352,99.99223005499351
352,353,100.01500638348466
353,354,100.0236631749055
354,355,100.04178081691116
355,356,100.03389286699415
356,357,100.02408385181583
357,358,100.02566367731637
358,359,100.01989547372202
359,360,100.01478094751262
360,361,100.02202323451242
361,362,100.02301578351617
362,363,100.00100120259836
363,364,100.0275782272207
364,365,100.03324325938023
365,366,100.03955862283607
366,367,100.02823460530294
367,368,100.02646606391843
368,369,100.02461853787459
369,370,100.00743662301792
370,371,100.0053182203385
371,372,100.0093284948512
372,373,100.00794212274435
373,374,100.01318720979462
374,375,100.01866427064734
375,376,100.05643824546313
376,377,100.0196702996532
377,378,99.99965375426555
378,379,99.97877400829161
379,380,99.97474553718942
380,381,99.96500913350347
381,382,99.9714751441972
382,383,99.98621165914294
383,384,99.96769906033629
384,385,100.00011597766272
385,386,99.99972928822913
386,387,100.00019343152948
387,388,100.0027860057384
388,389,99.99369151834317
389,390,99.99620358250098
390,391,100.00643425317313
391,392,100.00441418191464
392,393,100.00983332513889
393,394,100.00089042265266
394,395,100.01874324962252
395,396,100.02021765349728
396,397,100.00968271673794
397,398,100.02436520694931
398,399,100.02184952341695
399,400,100.01123478413136
400,401,100.0172032478492
401,402,100.01495681123885
402,403,100.0141041592158
403,404,100.02100413727251
404,405,100.02798120995865
405,406,100.03566210773134
406,407,100.04039198052502
407,408,100.01647703856828
408,409,100.01319068768485
409,410,100.03658634999364
410,411,100.01345921644086
411,412,100.01985934001827
412,413,100.00093096686726
413,414,100.02246928518568
414,415,100.01828035071883
415,416,100.02907729474788
416,417,100.04002204900469
417,418,100.02006581743366
418,419,100.00915954214709
419,420,100.01971850667246
420,421,100.00205720505018
421,422,100.00982234369661
422,423,100.02601038707337
423,424,100.01001617729099
424,425,100.01355250859262
425,426,100.0072230765646
426,427,100.02901189448836
427,428,100.02392560070348
428,429,100.017867227853
429,430,100.03310173772466
430,431,100.01969865334254
431,432,100.01554277507701
432,433,100.01189132263761
433,434,100.01072640288524
434,435,99.99794022213733
435,436,100.00598632241943
436,437,100.01831262568062
437,438,100.0202600598391
438,439,100.02613426400353
439,440,100.03053153654918
440,441,100.02633171583217
441,442,100.01792927387608
442,443,100.00812839914875
443,444,100.02108218512569
444,445,100.01345642199962
445,446,100.01334145489538
446,447,100.0164950057869
447,448,100.01385056100607
448,449,100.01361827962218
449,450,100.01665572499685
450,451,100.06644077829745
451,452,100.0120492617212
452,453,99.99231862051737
453,454,99.99273539552274
454,455,99.99032272356646
455,456,99.98067139109203
456,457,99.9798431109162
457,458,99.98532160099673
458,459,99.98379510783654
459,460,99.98971144099454
460,461,99.99711489051789
461,462,99.99953203329584
462,463,100.01185855089287
463,464,100.00444743367471
464,465,99.98860251626776
465,466,100.00214850380146
466,467,100.00234422525504
467,468,100.0007425396262
468,469,100.00652851495049
469,470,99.98756767893649
470,471,100.00371594095643
471,472,100.00383360735803
472,473,100.00371619824313
473,474,100.01459304001976
474,475,100.00539882868891
475,476,100.00469478241445
476,477,99.99835652009564
477,478,100.00896298989686
478,479,100.00086114741632
479,480,99.99859070129052
480,481,100.00884967534222
481,482,100.00677476263856
482,483,100.0099081479439
483,484,100.0108103365618
484,485,100.00826579991984
485,486,100.01049982291343
486,487,100.00948176288698
487,488,100.00799425354245
488,489,100.00556555439192
489,490,100.011209821999
490,491,100.0095256874077
491,492,100.00490051177024
492,493,100.02062599502781
493,494,100.00690096758625
494,495,100.02247024457273
495,496,100.02200060393815
496,497,100.00917615032262
497,498,100.00729500449074
498,499,100.00835518888611
499,500,100.01235767586248
500,501,100.00721961884335
501,502,100.0119299991602
502,503,100.02072465645348
503,504,100.0421202543074
504,505,100.02704426585024
505,506,100.04698757439698
506,507,100.02193781982025
507,508,100.01177670426576
508,509,100.01943824645811
509,510,99.94371645031082
510,511,100.06034058822443
511,512,100.04121809085191
512,513,100.03624333507868
513,514,100.0480004717491
514,515,100.04257102245928
515,516,100.05059101468987
516,517,100.05316206216935
517,518,100.03512047028431
518,519,99.9984287284996
519,520,100.0223282991143
520,521,100.03534731786989
521,522,100.04662957793549
522,523,100.04917176432299
523,524,100.04197369098482
524,525,100.03254196360881
525,526,100.07901953495252
526,527,100.02032509181538
527,528,99.99929421341261
528,529,99.98268804085151
529,530,99.98302711418509
530,531,99.97334816611404
531,532,99.98025119535345
532,533,99.98661496368324
533,534,99.98070148145668
534,535,99.98939982101854
535,536,99.97942133747114
536,537,99.9862686468225
537,538,99.99490643435797
538,539,100.00114560388336
539,540,100.00193644202096
540,541,99.99818154002213
541,542,100.00260994285411
542,543,100.01190447469826
543,544,100.0121385134868
544,545,100.00003953860035
545,546,100.00166098175886
546,547,100.00628879573912
547,548,99.99398648541722
548,549,100.0183223748647
549,550,100.00419472050892
550,551,99.99097204898851
551,552,100.00356552423308
552,553,100.01157009795357
553,554,100.01359347196296
554,555,100.00721320285628
555,556,100.00535169559556
556,557,100.01526620090874
557,558,100.03913905189117
558,559,100.02144006708642
559,560,100.0164450807612
560,561,100.01997222117652
561,562,99.99568065026423
562,563,100.02101511740314
563,564,100.01478884072934
564,565,100.01058725983872
565,566,100.00951752493592
566,567,100.01487525610233
567,568,100.01071182454508
568,569,100.02745649316304
569,570,100.01575200550408
570,571,100.01567569176433
571,572,100.01671173409845
572,573,99.99599040396481
573,574,100.01084519418856
574,575,100.01784197178823
575,576,100.00667602900258
576,577,100.02261734786356
577,578,100.02782552284157
578,579,100.04169526840185
579,580,100.03158931192517
580,581,100.02602473899769
581,582,100.03103725225337
582,583,100.01943242998364
583,584,100.0263867131772
584,585,100.01653294586892
585,586,100.01967622865129
586,587,100.03069439711949
587,588,100.03140862099058
588,589,100.03991287544042
589,590,100.01053218117895
590,591,100.0198405913848
591,592,100.0188917202164
592,593,100.01074040792068
593,594,100.01114137408955
594,595,100.0197788666988
595,596,100.02220988339812
596,597,100.01902763983624
597,598,100.02313114483243
598,599,100.02790937297075
599,600,100.02002942693142
