,Cycle,Cell11
2068,1,4.03776608
7587,2,4.04814221
13149,3,4.04844739
18711,4,4.04814221
24272,5,4.04844739
29833,6,4.04859998
35394,7,4.04859998
40954,8,4.04844739
46514,9,4.04890517
52074,10,4.04890517
57634,11,4.04890517
63194,12,4.04921035
68752,13,4.04905776
74311,14,4.04921035
79870,15,4.04905776
85429,16,4.04936294
90988,17,4.04966812
96547,18,4.04936294
102105,19,4.04951553
107664,20,4.04951553
113222,21,4.04966812
118780,22,4.04951553
124338,23,4.04966812
129896,24,4.04966812
135454,25,4.04951553
144966,26,4.04692149
150529,27,4.04692149
156092,28,4.04707408
161654,29,4.04722667
167216,30,4.04722667
172778,31,4.04737926
178339,32,4.04753185
183900,33,4.04768444
189461,34,4.04737926
195022,35,4.04783703
200583,36,4.04753185
206143,37,4.04798962
211703,38,4.04783703
217263,39,4.04783703
222823,40,4.04768444
228383,41,4.04768444
233943,42,4.04768444
239503,43,4.04798962
245063,44,4.04798962
250623,45,4.04798962
256182,46,4.04783703
261742,47,4.04814221
267302,48,4.04798962
272862,49,4.04814221
278422,50,4.04783703
283981,51,4.04798962
289541,52,4.04768444
295100,53,4.04798962
300659,54,4.04798962
306218,55,4.04798962
311777,56,4.04783703
317336,57,4.04783703
322895,58,4.04798962
328454,59,4.04783703
334014,60,4.04814221
339574,61,4.04798962
345133,62,4.04768444
350693,63,4.04768444
356252,64,4.04783703
361812,65,4.04768444
367372,66,4.04783703
372932,67,4.04783703
378492,68,4.04783703
384052,69,4.04783703
389612,70,4.04753185
395172,71,4.04768444
400732,72,4.04737926
406292,73,4.04753185
411852,74,4.04753185
417412,75,4.04768444
426232,76,4.04478523
431800,77,4.04417487
437365,78,4.04448005
442930,79,4.04448005
448494,80,4.04463264
454058,81,4.04478523
459622,82,4.04493782
465186,83,4.04478523
470750,84,4.045243
476314,85,4.045243
481877,86,4.045243
487440,87,4.04539559
493003,88,4.04554818
498566,89,4.04539559
504129,90,4.045243
509692,91,4.04539559
515255,92,4.04585336
520817,93,4.04554818
526379,94,4.04554818
531941,95,4.04539559
537503,96,4.04570077
543065,97,4.04570077
548627,98,4.04585336
554189,99,4.04585336
559751,100,4.04539559
565313,101,4.04585336
570875,102,4.04570077
576437,103,4.04585336
581998,104,4.04585336
587560,105,4.04600595
593121,106,4.04600595
598682,107,4.04585336
604243,108,4.04570077
609804,109,4.04615854
615365,110,4.04631113
620926,111,4.04600595
626487,112,4.04600595
632048,113,4.04615854
637609,114,4.04615854
643170,115,4.04585336
648731,116,4.04600595
654292,117,4.04585336
659853,118,4.04585336
665414,119,4.04570077
670975,120,4.04600595
676536,121,4.04585336
682097,122,4.04585336
687658,123,4.04554818
693219,124,4.04600595
698780,125,4.04600595
708308,126,4.04341192
713872,127,4.04341192
719436,128,4.0437171
724999,129,4.0437171
730562,130,4.04386969
736125,131,4.04432746
741688,132,4.04402228
747251,133,4.04417487
752813,134,4.04432746
758375,135,4.04448005
763936,136,4.04463264
769497,137,4.04463264
775058,138,4.04448005
780619,139,4.04493782
786180,140,4.04493782
791740,141,4.04509041
797300,142,4.04493782
802860,143,4.04493782
808420,144,4.045243
813980,145,4.045243
819540,146,4.045243
825100,147,4.045243
830660,148,4.045243
836220,149,4.045243
841780,150,4.04539559
847339,151,4.04570077
852898,152,4.04539559
858456,153,4.04539559
864015,154,4.04570077
869574,155,4.04585336
875133,156,4.04570077
880691,157,4.04600595
886250,158,4.04570077
891808,159,4.04585336
897366,160,4.04600595
902924,161,4.04600595
908482,162,4.04600595
914040,163,4.04615854
919598,164,4.04585336
925156,165,4.04615854
930714,166,4.04615854
936271,167,4.04631113
941829,168,4.04615854
947386,169,4.04615854
952943,170,4.04615854
958500,171,4.04631113
964057,172,4.04646372
969614,173,4.04600595
975171,174,4.04631113
980728,175,4.04646372
986284,176,4.04631113
991840,177,4.04631113
997396,178,4.04646372
1002952,179,4.04646372
1008508,180,4.04661631
1014064,181,4.04661631
1019620,182,4.04692149
1025177,183,4.04646372
1030733,184,4.04646372
1036289,185,4.04692149
1041844,186,4.0467689
1047399,187,4.04707408
1052954,188,4.04692149
1058509,189,4.0467689
1064064,190,4.04692149
1069619,191,4.04707408
1075174,192,4.04722667
1080729,193,4.04692149
1086283,194,4.04722667
1091837,195,4.04707408
1097385,196,4.04783703
1102943,197,4.04722667
1108497,198,4.04737926
1114051,199,4.04722667
1119603,200,4.04722667
1125156,201,4.04722667
1130710,202,4.04707408
1136264,203,4.04753185
1141817,204,4.04737926
1147370,205,4.04707408
1152923,206,4.04737926
1158476,207,4.04737926
1164029,208,4.04768444
1169582,209,4.04737926
1175135,210,4.04753185
1180688,211,4.04737926
1186240,212,4.04768444
1191792,213,4.04753185
1197344,214,4.04768444
1202896,215,4.04753185
1208448,216,4.04768444
