,Cycle,CE
0,1,98.22730867306029
1,2,99.9515184632494
2,3,99.94956076786313
3,4,99.93909149155742
4,5,99.95630211543416
5,6,99.93803621098604
6,7,99.95502152541283
7,8,99.94269238170722
8,9,99.95951871305391
9,10,99.94806638629473
10,11,99.95964505921117
11,12,99.95047552306559
12,13,99.94959034405487
13,14,99.97033980984848
14,15,99.95076289773888
15,16,99.96345278507725
16,17,99.95757875178414
17,18,99.95764172075124
18,19,99.9647872270643
19,20,99.95904294290325
20,21,99.97004025962497
21,22,99.96315521867656
22,23,99.96576444502175
23,24,99.96827731113007
24,25,99.9596936324425
25,26,99.93249407042511
26,27,99.93734096971936
27,28,99.93599484830226
28,29,99.95068364913618
29,30,99.95579832431316
30,31,99.9431128022601
31,32,99.95996357598297
32,33,99.95500522819685
33,34,99.96083823779244
34,35,99.95601065918142
35,36,99.96295325196093
36,37,99.96239753082556
37,38,99.96057011247139
38,39,99.95773114070148
39,40,99.97817944131542
40,41,99.97005884513248
41,42,99.95476376378531
42,43,99.9656203488393
43,44,99.96937089981056
44,45,99.95978024946032
45,46,99.97250129583158
46,47,99.96607517870878
47,48,99.96812905481933
48,49,99.96555334827326
49,50,99.96558377903155
50,51,99.9694323486004
51,52,99.97331456000667
52,53,99.96613731481956
53,54,99.97357517162273
54,55,99.97165058514302
55,56,99.96646394972463
56,57,99.97031252752615
57,58,99.96421238205909
58,59,99.9823178493807
59,60,99.97050895219678
60,61,99.9704432244028
61,62,99.97657660185214
62,63,99.97099836103224
63,64,99.9760223452169
64,65,99.97090125215958
65,66,99.97426099029616
66,67,99.97931765215553
67,68,99.97315306634064
68,69,99.97426156965278
69,70,99.9743598777103
70,71,99.97162020263175
71,72,99.97416401673858
72,73,99.97579580269208
73,74,99.97380615773848
74,75,99.98574473019863
75,76,100.04953656765976
76,77,99.93970429711067
77,78,99.94952923803801
78,79,99.94519405959618
79,80,99.9558373080299
80,81,99.94524870474591
81,82,99.95879374133936
82,83,99.96123405995039
83,84,99.95966825018195
84,85,99.95946944064245
85,86,99.96171693206335
86,87,99.95438275798587
87,88,99.96839178029877
88,89,99.96171108126929
89,90,99.96656378349364
90,91,99.96522609717854
91,92,99.9635309473643
92,93,99.96652715846864
