,Cycle,Cell02
2060,1,4.06416419
7596,2,4.07225147
13171,3,4.07255665
18746,4,4.07240406
24321,5,4.07286183
29895,6,4.07301442
35471,7,4.07270924
41047,8,4.07286183
46622,9,4.07286183
52197,10,4.07286183
57773,11,4.07301442
63349,12,4.07286183
68925,13,4.07301442
74501,14,4.07286183
80077,15,4.07301442
85652,16,4.07316701
91229,17,4.07286183
96805,18,4.07286183
102381,19,4.07286183
107957,20,4.07270924
113535,21,4.07270924
119113,22,4.07194629
124691,23,4.07209888
130267,24,4.07240406
135844,25,4.07255665
141773,26,4.07194629
142410,27,4.0717937
143047,28,4.07209888
143684,29,4.07194629
144321,30,4.07209888
144958,31,4.07194629
145595,32,4.07194629
146232,33,4.07209888
146869,34,4.07209888
147506,35,4.07209888
148143,36,4.07194629
148780,37,4.0717937
149417,38,4.0717937
150054,39,4.0717937
150691,40,4.07164111
151328,41,4.07164111
151965,42,4.0717937
152602,43,4.07164111
153239,44,4.07148852
153876,45,4.0717937
154513,46,4.07148852
155150,47,4.07148852
155787,48,4.0717937
156424,49,4.07133593
157061,50,4.07148852
157698,51,4.07118334
158335,52,4.07133593
158972,53,4.07133593
159609,54,4.07133593
160246,55,4.07133593
160883,56,4.07148852
161520,57,4.07103075
162157,58,4.07118334
162794,59,4.07133593
163431,60,4.07118334
164068,61,4.07118334
164705,62,4.07103075
165342,63,4.07103075
165979,64,4.07087816
166616,65,4.07118334
167253,66,4.07087816
167890,67,4.07087816
168527,68,4.07072557
169164,69,4.07103075
169801,70,4.07087816
170439,71,4.07072557
171076,72,4.07103075
171713,73,4.07087816
172350,74,4.07057298
172987,75,4.07057298
173976,76,4.07087816
174613,77,4.07103075
175250,78,4.07072557
175887,79,4.07118334
176523,80,4.07118334
177159,81,4.07087816
177796,82,4.07118334
178433,83,4.07087816
179069,84,4.07103075
179705,85,4.07118334
180341,86,4.07133593
180977,87,4.07103075
181613,88,4.07133593
182250,89,4.07087816
182886,90,4.07118334
183522,91,4.07118334
184159,92,4.07103075
