,Cycle,Cell05
5531,1,0.01760264
11010,2,0.01775065
16488,3,0.01773994
21965,4,0.01773483
27442,5,0.01773471
32916,6,0.01772308
38390,7,0.0177236
43865,8,0.01772523
49340,9,0.01772587
54814,10,0.01771827
60288,11,0.01771762
65761,12,0.01771711
71235,13,0.01771561
76709,14,0.01771568
82183,15,0.01771575
87656,16,0.01771286
93128,17,0.01771354
98600,18,0.01771174
104071,19,0.01770859
109542,20,0.017705
115012,21,0.01770436
120483,22,0.01770549
125953,23,0.017703
131423,24,0.01770449
136893,25,0.01770345
139583,26,0.01769098
140209,27,0.01768767
140835,28,0.01768915
141461,29,0.01768678
142087,30,0.01768274
142713,31,0.01767379
143339,32,0.01767149
143965,33,0.0176708
144591,34,0.01767049
145217,35,0.01766487
145842,36,0.01766227
146467,37,0.01766257
147092,38,0.01766095
147717,39,0.01765882
148342,40,0.01765683
148968,41,0.01765419
149594,42,0.01765591
150220,43,0.01765328
150846,44,0.01765077
151472,45,0.01764959
152098,46,0.01764852
152724,47,0.0176493
153350,48,0.01764623
153976,49,0.01764281
154602,50,0.01764094
155228,51,0.01764565
155854,52,0.01764792
156480,53,0.01764139
157105,54,0.01763811
157731,55,0.01764202
158357,56,0.01764014
158982,57,0.01763641
159608,58,0.01764194
160234,59,0.0176391
160859,60,0.01763839
161484,61,0.01763663
162109,62,0.01763699
162735,63,0.01763986
163360,64,0.01763437
163985,65,0.01763633
164610,66,0.01763582
165235,67,0.01763429
165860,68,0.01763457
166485,69,0.01763772
167110,70,0.0176332
167735,71,0.01763351
168360,72,0.01763234
168985,73,0.01763506
169610,74,0.01763203
170235,75,0.01763282
171215,76,0.01765328
171841,77,0.01765207
172467,78,0.01764839
173093,79,0.01764671
173719,80,0.01764174
174344,81,0.01763562
174969,82,0.01762855
175594,83,0.01762671
176218,84,0.01762858
176843,85,0.01762192
177467,86,0.01761771
178091,87,0.01762135
178715,88,0.01761757
179340,89,0.01761418
179965,90,0.01761088
180590,91,0.01761212
181215,92,0.01761545
181840,93,0.01761144
182465,94,0.01760865
183090,95,0.01760595
183715,96,0.01760849
184340,97,0.01760741
184965,98,0.0176008
185590,99,0.01760053
186215,100,0.01760177
186840,101,0.01759835
187465,102,0.017598
188090,103,0.01760097
188715,104,0.01759482
189340,105,0.01759663
189965,106,0.01759711
190590,107,0.01759691
191215,108,0.01759175
191840,109,0.01759388
192465,110,0.01759284
193090,111,0.01759106
193714,112,0.01758653
194339,113,0.01759152
194964,114,0.01758826
195588,115,0.01758532
196212,116,0.01758544
196836,117,0.01758689
197460,118,0.01758387
198084,119,0.01758529
198708,120,0.01758524
199332,121,0.01758504
199956,122,0.01758684
200580,123,0.01758336
201204,124,0.01758026
201828,125,0.01758199
202808,126,0.01759653
203433,127,0.01759487
204058,128,0.01758968
204683,129,0.0175896
205307,130,0.01758433
205931,131,0.01758255
206555,132,0.01757662
207178,133,0.01757204
207801,134,0.01757157
208424,135,0.01756948
209047,136,0.01756924
209671,137,0.01756383
210295,138,0.01756856
210919,139,0.0175605
211543,140,0.01756053
212167,141,0.01755904
212791,142,0.01755464
213415,143,0.01755143
214039,144,0.01755388
214663,145,0.01755391
215287,146,0.01755061
215911,147,0.01755019
216535,148,0.01755156
217159,149,0.01754908
217783,150,0.01754149
218407,151,0.01754546
219031,152,0.01754648
219655,153,0.01754358
220279,154,0.01754409
220903,155,0.01755474
221527,156,0.01754614
222151,157,0.01754046
222775,158,0.0175408
223399,159,0.01754352
224022,160,0.01753358
224645,161,0.01753037
225269,162,0.01753804
225892,163,0.01753659
226515,164,0.01753562
227139,165,0.01753794
227762,166,0.01753239
228385,167,0.01753188
229008,168,0.017531
229631,169,0.01753053
230253,170,0.017524
230875,171,0.01752545
231497,172,0.01753067
232119,173,0.01752448
232741,174,0.01752337
233363,175,0.0175243
233985,176,0.01752548
234607,177,0.01751956
235229,178,0.01752226
235851,179,0.01752279
236473,180,0.01752079
237095,181,0.01751977
237717,182,0.0175187
238340,183,0.01751189
238963,184,0.01751608
239585,185,0.01751491
240208,186,0.01751123
240831,187,0.01750645
241454,188,0.01750815
242077,189,0.0175096
242700,190,0.0175063
243323,191,0.01750769
243946,192,0.01750922
244569,193,0.01750833
245192,194,0.01750894
245815,195,0.01749989
246438,196,0.0174988
247061,197,0.01750269
247684,198,0.01750426
248307,199,0.01750098
248930,200,0.01750022
249553,201,0.01750124
250176,202,0.01749606
250799,203,0.01749966
251422,204,0.01749379
252045,205,0.01749592
252668,206,0.01749448
253291,207,0.01749488
253914,208,0.01749781
254537,209,0.01749417
255160,210,0.01749143
255783,211,0.01749209
256406,212,0.01749311
257029,213,0.01749003
257652,214,0.01749163
258275,215,0.01748983
258897,216,0.0174823
259520,217,0.01749341
260143,218,0.01749601
260766,219,0.01749189
261389,220,0.01748774
262011,221,0.01748301
262633,222,0.0174804
263255,223,0.01748477
263877,224,0.01748144
264499,225,0.01748058
265474,226,0.0174968
266097,227,0.0175244
266719,228,0.01752542
267342,229,0.01752102
267965,230,0.01751388
268588,231,0.01750717
269211,232,0.01750645
269834,233,0.01750404
270457,234,0.01749798
271080,235,0.01749658
271703,236,0.01749279
272326,237,0.0174892
272948,238,0.01748368
273570,239,0.01748399
274192,240,0.01747974
274814,241,0.01747824
275435,242,0.01747341
276056,243,0.01747466
276677,244,0.01746767
277298,245,0.01746683
277919,246,0.01746637
278541,247,0.01746145
279163,248,0.01745895
279785,249,0.01745471
280407,250,0.01745438
281029,251,0.01744984
281651,252,0.01744872
282273,253,0.01744208
282895,254,0.01744347
283517,255,0.01744205
284139,256,0.01743983
284761,257,0.01743592
285383,258,0.01743545
286004,259,0.01743363
286625,260,0.01743338
287246,261,0.01742673
287867,262,0.01743336
288488,263,0.01743353
289109,264,0.01742995
289730,265,0.01742298
290351,266,0.01742636
290972,267,0.01742433
291593,268,0.01742378
292213,269,0.01741915
292833,270,0.01741795
293453,271,0.01741628
294073,272,0.01741089
294693,273,0.0174119
295313,274,0.01740799
295934,275,0.01740829
296555,276,0.01740587
297176,277,0.01740205
297797,278,0.01739772
298418,279,0.01740136
299039,280,0.01739325
299660,281,0.01739193
300281,282,0.01738809
300902,283,0.01738555
301523,284,0.01738766
302143,285,0.01738425
302763,286,0.01738158
303383,287,0.0173796
304003,288,0.01737675
304623,289,0.0173766
305243,290,0.01737429
305863,291,0.01737187
306483,292,0.01737131
307103,293,0.01736799
307723,294,0.01736867
308343,295,0.01736486
308962,296,0.0173626
309581,297,0.01736181
310200,298,0.01736061
310819,299,0.01735794
311438,300,0.01735695
312057,301,0.01735675
312676,302,0.01735347
313296,303,0.01734951
313916,304,0.01734869
314536,305,0.01734664
315156,306,0.01734513
315776,307,0.01734404
316396,308,0.01734295
317016,309,0.01733926
317636,310,0.01733814
318256,311,0.01733809
318876,312,0.01733581
319496,313,0.01733395
320115,314,0.01733237
320734,315,0.01733151
321353,316,0.01733153
321972,317,0.01732785
322591,318,0.0173278
323210,319,0.01732422
323829,320,0.0173231
324448,321,0.01732002
325067,322,0.01731766
325686,323,0.01731616
326305,324,0.01731494
326924,325,0.01731506
327896,326,0.01738708
328516,327,0.0173745
329135,328,0.01737274
329754,329,0.01736445
330374,330,0.01735576
330994,331,0.01734564
331614,332,0.01734641
332234,333,0.01733775
332853,334,0.01733081
333472,335,0.01733179
334091,336,0.01732859
334710,337,0.0173218
335329,338,0.01732111
335947,339,0.01731608
336565,340,0.0173114
337183,341,0.01730721
337801,342,0.01730495
338419,343,0.01730247
339038,344,0.01729521
339657,345,0.01729339
340276,346,0.01728972
340895,347,0.01728552
341513,348,0.01728083
342131,349,0.01727908
342749,350,0.01727519
343367,351,0.01727083
343985,352,0.01726815
344603,353,0.01726652
345221,354,0.01726545
345839,355,0.01725991
346456,356,0.01725549
347073,357,0.01725374
347690,358,0.0172497
348307,359,0.01724819
348924,360,0.0172477
349541,361,0.01724271
350159,362,0.01724215
350777,363,0.01723719
351395,364,0.0172371
352013,365,0.01723369
352630,366,0.01722985
353247,367,0.01722791
353864,368,0.01722504
354481,369,0.01722418
355098,370,0.01722074
355715,371,0.01722042
356332,372,0.0172163
356949,373,0.01721312
357566,374,0.01721065
358183,375,0.01720595
358800,376,0.0172064
359417,377,0.01720079
360034,378,0.01720105
360651,379,0.01719744
361268,380,0.01719541
361884,381,0.01719228
362500,382,0.01718969
363116,383,0.01718707
363732,384,0.01718415
364349,385,0.01718239
364966,386,0.0171813
365582,387,0.01717751
366198,388,0.0171766
366814,389,0.01717426
367430,390,0.01717052
368046,391,0.01716912
368662,392,0.01716602
369278,393,0.01716269
369894,394,0.01716066
370510,395,0.01715921
371126,396,0.0171582
371742,397,0.01715362
372358,398,0.01715093
372974,399,0.01714976
373590,400,0.0171449
374206,401,0.01714434
374822,402,0.01714412
375438,403,0.01714162
376054,404,0.01713794
376669,405,0.01713634
377284,406,0.01713245
377899,407,0.01713184
378513,408,0.01712836
379127,409,0.01712714
379741,410,0.01712327
380356,411,0.01712066
380971,412,0.01711826
381586,413,0.01711725
382201,414,0.01711298
382816,415,0.01711039
383431,416,0.01710955
384046,417,0.01710807
384661,418,0.01710523
385276,419,0.01710192
385891,420,0.01710111
386506,421,0.01709618
387121,422,0.01709547
387736,423,0.01709031
388351,424,0.01709242
388966,425,0.01708855
