,CycleReorder,Volts
454,1,3.93492027
1025,2,3.93522545
1596,3,3.93522545
2167,4,3.93537804
2738,5,3.93522545
3309,6,3.93507286
3880,7,3.93522545
4451,8,3.93507286
5021,9,3.93476768
5591,10,3.93476768
6161,11,3.93461509
6731,12,3.9344625
7300,13,3.93430991
7869,14,3.93430991
8439,15,3.93400473
9009,16,3.93385214
9579,17,3.93324178
10149,18,3.93339437
10718,19,3.93308919
11287,20,3.93263142
11857,21,3.93247883
12427,22,3.9329366
12996,23,3.93247883
13565,24,3.93247883
14134,25,3.93278401
15339,26,3.9314107
15910,27,3.93110552
16481,28,3.93080034
17050,29,3.93034257
17619,30,3.93034257
18189,31,3.93003738
18759,32,3.93003738
19329,33,3.92988479
19899,34,3.93003738
20469,35,3.93018997
21039,36,3.93003738
21608,37,3.93018997
22178,38,3.93003738
22748,39,3.93034257
23318,40,3.93003738
23887,41,3.93018997
24456,42,3.93064775
25024,43,3.93034257
25592,44,3.93064775
26160,45,3.93034257
26728,46,3.93034257
27296,47,3.93080034
27864,48,3.93049516
28432,49,3.93064775
29000,50,3.93064775
30203,51,3.9314107
30773,52,3.93095293
31346,53,3.92759594
31913,54,3.93003738
32482,55,3.92988479
33051,56,3.9297322
33620,57,3.9297322
34189,58,3.92957961
34758,59,3.92957961
35326,60,3.9297322
35894,61,3.92957961
36461,62,3.92988479
37028,63,3.9297322
37595,64,3.92988479
38162,65,3.92957961
38729,66,3.92988479
39297,67,3.9297322
39865,68,3.9297322
40433,69,3.9297322
41001,70,3.92988479
41569,71,3.92988479
42137,72,3.92988479
42705,73,3.9297322
43273,74,3.93003738
43841,75,3.92988479
45115,76,3.93064775
45683,77,3.93018997
46252,78,3.9297322
46820,79,3.92957961
47388,80,3.92912184
47956,81,3.92927443
48524,82,3.92881666
49092,83,3.92896925
49660,84,3.92912184
50227,85,3.92942702
50794,86,3.92927443
51361,87,3.92942702
51928,88,3.92927443
52495,89,3.92896925
53062,90,3.92957961
53629,91,3.92927443
54196,92,3.92912184
54762,93,3.92957961
55329,94,3.92927443
55896,95,3.92942702
56462,96,3.92927443
57029,97,3.92957961
57596,98,3.92927443
58163,99,3.92957961
58730,100,3.92957961
59931,101,3.92835889
60499,102,3.92835889
61067,103,3.92774853
61633,104,3.92759594
62199,105,3.92744335
62765,106,3.92759594
63332,107,3.92744335
63899,108,3.92729076
64465,109,3.92729076
65031,110,3.92729076
65597,111,3.92729076
66163,112,3.92759594
66729,113,3.92759594
67294,114,3.92774853
67859,115,3.92774853
68424,116,3.92790112
68989,117,3.92774853
69554,118,3.92774853
70119,119,3.92790112
70685,120,3.92790112
71251,121,3.92805371
71817,122,3.9282063
72383,123,3.92805371
72949,124,3.92790112
73515,125,3.92805371
74714,126,3.92835889
75280,127,3.92805371
75845,128,3.92729076
76411,129,3.92698558
76977,130,3.92698558
77543,131,3.92698558
78108,132,3.92713817
78672,133,3.92729076
79236,134,3.92713817
79800,135,3.92698558
80364,136,3.92713817
80929,137,3.92713817
81494,138,3.92744335
82059,139,3.92744335
82624,140,3.92744335
83189,141,3.92744335
83754,142,3.92759594
84319,143,3.92744335
84884,144,3.92759594
85455,145,3.94819562
86028,146,3.92957961
86593,147,3.92881666
87158,148,3.9282063
87722,149,3.92835889
88286,150,3.92835889
88850,151,3.92835889
89415,152,3.92835889
89980,153,3.92866407
90544,154,3.92835889
91108,155,3.92851148
91672,156,3.92835889
92236,157,3.92866407
92800,158,3.92866407
93364,159,3.92851148
93928,160,3.92881666
94492,161,3.92881666
95055,162,3.92881666
95618,163,3.92866407
96181,164,3.92881666
96744,165,3.92851148
97307,166,3.92912184
97870,167,3.92881666
98433,168,3.92851148
98996,169,3.92881666
99559,170,3.92866407
100122,171,3.92881666
100686,172,3.92881666
101250,173,3.92881666
101813,174,3.92866407
102376,175,3.92896925
103524,176,3.93019
104088,177,3.929274
104652,178,3.928511
105214,179,3.9279010000000003
105777,180,3.927749
106340,181,3.927596
106903,182,3.927749
107466,183,3.927749
108028,184,3.927596
108589,185,3.9274430000000002
109151,186,3.927749
109714,187,3.9279010000000003
110275,188,3.9279010000000003
110836,189,3.927749
111397,190,3.927749
111958,191,3.928054
112519,192,3.928054
113080,193,3.928054
113642,194,3.9274430000000002
114203,195,3.9279010000000003
114764,196,3.928054
115325,197,3.9283589999999995
115886,198,3.928054
116447,199,3.9283589999999995
117009,200,3.927749
117570,201,3.928054
118132,202,3.9279010000000003
118694,203,3.928054
119255,204,3.9279010000000003
119816,205,3.9283589999999995
120378,206,3.9283589999999995
120938,207,3.928054
121499,208,3.928054
122059,209,3.9279010000000003
122620,210,3.927749
123181,211,3.928206
123742,212,3.928206
124303,213,3.928054
124864,214,3.928054
125424,215,3.928206
125985,216,3.9279010000000003
126546,217,3.928054
127107,218,3.928054
127668,219,3.9283589999999995
128229,220,3.928206
128789,221,3.928206
129349,222,3.928206
129909,223,3.928054
130469,224,3.928511
131029,225,3.9283589999999995
132221,226,3.92866407
132782,227,3.92851148
133342,228,3.92790112
133903,229,3.92729076
134464,230,3.92698558
135024,231,3.92683299
135583,232,3.92729076
136142,233,3.92713817
136701,234,3.92713817
137261,235,3.92698558
137821,236,3.92698558
138381,237,3.92729076
138941,238,3.92729076
139501,239,3.92713817
140061,240,3.92729076
140620,241,3.92729076
141178,242,3.92729076
141736,243,3.92729076
142294,244,3.92713817
142852,245,3.92713817
143410,246,3.92729076
143968,247,3.92744335
144526,248,3.92744335
145085,249,3.92744335
145644,250,3.92774853
146203,251,3.92744335
146762,252,3.92759594
147321,253,3.92744335
147880,254,3.92774853
148439,255,3.92729076
148997,256,3.92774853
149555,257,3.92759594
150112,258,3.92729076
150669,259,3.92744335
151226,260,3.92729076
151783,261,3.92744335
152340,262,3.92774853
152897,263,3.92744335
153455,264,3.92744335
154012,265,3.92729076
154570,266,3.92759594
155128,267,3.92729076
155686,268,3.92729076
156243,269,3.92744335
156800,270,3.92759594
157356,271,3.92744335
157912,272,3.92759594
158469,273,3.92744335
159026,274,3.92774853
159583,275,3.92790112
160836,276,3.93049516
161394,277,3.92851148
161951,278,3.92790112
162509,279,3.92729076
163067,280,3.92698558
163623,281,3.92713817
164179,282,3.92698558
164735,283,3.92713817
165292,284,3.92683299
165849,285,3.92683299
166406,286,3.92713817
166963,287,3.92729076
167520,288,3.92729076
168077,289,3.92698558
168633,290,3.92713817
169189,291,3.92729076
