,CycleReorder,Volts
455,1,3.93553063
1026,2,3.93522545
1597,3,3.93492027
2167,4,3.93507286
2737,5,3.93492027
3306,6,3.93507286
3875,7,3.93507286
4444,8,3.93522545
5013,9,3.93492027
5582,10,3.93537804
6151,11,3.93522545
6720,12,3.93522545
7289,13,3.93537804
7858,14,3.93553063
8427,15,3.93568322
8996,16,3.93537804
9565,17,3.93583581
10134,18,3.93583581
10703,19,3.93568322
11272,20,3.93537804
11841,21,3.93568322
12410,22,3.93583581
12979,23,3.93583581
13548,24,3.93568322
14117,25,3.93553063
15322,26,3.93278401
15892,27,3.9314107
16462,28,3.93171588
17032,29,3.93217365
17602,30,3.93217365
18172,31,3.93217365
18742,32,3.93202106
19312,33,3.93263142
19882,34,3.93247883
20452,35,3.93247883
21022,36,3.93263142
21592,37,3.93278401
22162,38,3.9329366
22732,39,3.93278401
23302,40,3.93278401
23872,41,3.9329366
24442,42,3.93308919
25011,43,3.93308919
25580,44,3.9329366
26149,45,3.93339437
26718,46,3.93308919
27287,47,3.93324178
27856,48,3.93339437
28425,49,3.93339437
28994,50,3.93385214
30197,51,3.93232624
30767,52,3.93125811
31340,53,3.92851148
31908,54,3.93095293
32477,55,3.9314107
33045,56,3.93125811
33613,57,3.93156329
34181,58,3.93171588
34749,59,3.93202106
35317,60,3.93217365
35885,61,3.93186847
36453,62,3.93202106
37021,63,3.93217365
37589,64,3.93186847
38158,65,3.93217365
38727,66,3.93232624
39296,67,3.93247883
39864,68,3.93247883
40432,69,3.93263142
41000,70,3.9329366
41568,71,3.93278401
42136,72,3.93308919
42704,73,3.93278401
43272,74,3.93278401
43840,75,3.93308919
45112,76,3.9329366
45681,77,3.93095293
46248,78,3.93095293
46815,79,3.93110552
47382,80,3.93156329
47949,81,3.9314107
48516,82,3.93171588
49084,83,3.93171588
49651,84,3.93186847
50219,85,3.93202106
50787,86,3.93232624
51355,87,3.93217365
51923,88,3.93247883
52490,89,3.93247883
53057,90,3.93278401
53624,91,3.93278401
54191,92,3.93247883
54758,93,3.93308919
55325,94,3.93308919
55892,95,3.93278401
56459,96,3.93278401
57026,97,3.93308919
57592,98,3.9329366
58158,99,3.93308919
58725,100,3.93308919
59925,101,3.93156329
60492,102,3.93049516
61058,103,3.93018997
61625,104,3.93064775
62191,105,3.93080034
62757,106,3.93110552
63323,107,3.93110552
63889,108,3.93156329
64455,109,3.93156329
65021,110,3.93186847
65587,111,3.93186847
66153,112,3.93217365
66719,113,3.93217365
67284,114,3.93217365
67849,115,3.93232624
68414,116,3.93247883
68979,117,3.93263142
69544,118,3.9329366
70109,119,3.9329366
70674,120,3.93263142
71239,121,3.9329366
71804,122,3.9329366
72369,123,3.93308919
72935,124,3.93324178
73500,125,3.9329366
74697,126,3.9314107
75262,127,3.93064775
75828,128,3.93049516
76393,129,3.93110552
76958,130,3.93110552
77523,131,3.9314107
78087,132,3.9314107
78651,133,3.9314107
79215,134,3.93202106
79779,135,3.93232624
80343,136,3.93217365
80908,137,3.93232624
81473,138,3.93247883
82037,139,3.93263142
82602,140,3.93263142
83167,141,3.93278401
83731,142,3.93278401
84295,143,3.93324178
84859,144,3.93308919
85430,145,3.96467536
86006,146,3.93583581
86571,147,3.93507286
87136,148,3.93507286
87701,149,3.93522545
88266,150,3.93507286
88831,151,3.93507286
89396,152,3.93507286
89961,153,3.93537804
90525,154,3.93553063
91090,155,3.93522545
91654,156,3.93537804
92219,157,3.93568322
92784,158,3.93568322
93348,159,3.93583581
93911,160,3.93568322
94474,161,3.93614099
95037,162,3.9359884
95600,163,3.93583581
96163,164,3.93583581
96727,165,3.93583581
97290,166,3.9359884
97853,167,3.93629358
98417,168,3.9359884
98981,169,3.93614099
99545,170,3.93614099
100109,171,3.93583581
100673,172,3.9359884
101237,173,3.9359884
101801,174,3.93614099
102365,175,3.93614099
103513,176,3.935836
104076,177,3.9333940000000003
104638,178,3.9329370000000003
105200,179,3.9329370000000003
105762,180,3.9333940000000003
106324,181,3.933242
106886,182,3.933242
107448,183,3.933547
108010,184,3.9338519999999995
108572,185,3.9337
109134,186,3.9344629999999996
109696,187,3.93431
110258,188,3.93431
110819,189,3.934615
111381,190,3.934615
111942,191,3.934615
112503,192,3.9349199999999995
113064,193,3.934615
113624,194,3.9350730000000005
114184,195,3.9350730000000005
114745,196,3.9350730000000005
115306,197,3.9355309999999997
115866,198,3.935378
116426,199,3.9355309999999997
116987,200,3.935378
117548,201,3.935683
118109,202,3.9355309999999997
118670,203,3.935378
119231,204,3.9355309999999997
119792,205,3.9359879999999996
120353,206,3.9359879999999996
120913,207,3.935225
121472,208,3.9355309999999997
122031,209,3.935378
122590,210,3.9355309999999997
123149,211,3.9355309999999997
123708,212,3.935683
124268,213,3.9361410000000006
124827,214,3.935836
125386,215,3.9361410000000006
125946,216,3.9361410000000006
126506,217,3.9359879999999996
127066,218,3.9359879999999996
127626,219,3.9361410000000006
128186,220,3.9361410000000006
128746,221,3.936294
129306,222,3.9361410000000006
129866,223,3.9359879999999996
130426,224,3.936294
130986,225,3.936294
132175,226,3.93461509
132736,227,3.93354696
133296,228,3.93354696
133856,229,3.93400473
134415,230,3.93400473
134974,231,3.93385214
135533,232,3.93400473
136092,233,3.93430991
136651,234,3.9344625
137210,235,3.9344625
137769,236,3.93476768
138328,237,3.93461509
138886,238,3.93492027
139444,239,3.93522545
140002,240,3.93507286
140559,241,3.93553063
141116,242,3.93537804
141674,243,3.93553063
142232,244,3.93537804
142790,245,3.93568322
143348,246,3.93553063
143906,247,3.93583581
144464,248,3.93583581
145022,249,3.93583581
145580,250,3.93568322
146138,251,3.93583581
146695,252,3.93568322
147251,253,3.9359884
147807,254,3.93583581
148363,255,3.93583581
148919,256,3.9359884
149475,257,3.93614099
150032,258,3.9359884
150589,259,3.93614099
151146,260,3.93629358
151703,261,3.93614099
152260,262,3.93614099
152817,263,3.93629358
153374,264,3.9359884
153931,265,3.93629358
154487,266,3.93614099
155043,267,3.93629358
155598,268,3.93614099
156153,269,3.93644617
156708,270,3.93644617
157263,271,3.93614099
157818,272,3.93644617
158373,273,3.93659876
158928,274,3.93644617
159483,275,3.93659876
160732,276,3.93751431
161288,277,3.93461509
161844,278,3.93476768
162400,279,3.93461509
162956,280,3.9344625
163512,281,3.93461509
164067,282,3.93492027
164622,283,3.93492027
165176,284,3.93507286
165730,285,3.93522545
166284,286,3.93522545
166838,287,3.93537804
167392,288,3.93568322
167947,289,3.93553063
168502,290,3.93583581
169057,291,3.93553063
169612,292,3.93583581
170166,293,3.93553063
170719,294,3.93568322
171273,295,3.9359884
171827,296,3.93583581
172381,297,3.9359884
172934,298,3.93583581
173487,299,3.9359884
174040,300,3.9359884
174593,301,3.93614099
175146,302,3.93629358
175700,303,3.93614099
176254,304,3.93644617
176807,305,3.93644617
177361,306,3.93614099
177915,307,3.93659876
178469,308,3.93644617
179023,309,3.93644617
179576,310,3.93659876
180128,311,3.93659876
180680,312,3.93629358
181232,313,3.93659876
181784,314,3.93675135
182336,315,3.93659876
182888,316,3.93659876
183440,317,3.93675135
183993,318,3.93675135
184546,319,3.93675135
185099,320,3.93644617
185651,321,3.93659876
186203,322,3.93690394
186755,323,3.93659876
187307,324,3.93736172
187859,325,3.93690394
189074,326,3.93781949
189628,327,3.93507286
190181,328,3.93461509
190732,329,3.93476768
191283,330,3.93461509
191834,331,3.93461509
192385,332,3.93461509
192937,333,3.93507286
193489,334,3.93522545
194041,335,3.93492027
194592,336,3.93492027
195143,337,3.93507286
195694,338,3.93553063
196244,339,3.93492027
196794,340,3.93522545
197344,341,3.93522545
197894,342,3.93522545
198444,343,3.93553063
198995,344,3.93553063
199546,345,3.93583581
200097,346,3.93583581
200647,347,3.9359884
201197,348,3.93614099
201747,349,3.93629358
202297,350,3.93614099
202847,351,3.93629358
203397,352,3.93629358
203946,353,3.9359884
204495,354,3.9359884
205044,355,3.93614099
205593,356,3.93629358
206142,357,3.93614099
206691,358,3.93629358
207240,359,3.93614099
207788,360,3.93629358
208337,361,3.93614099
208886,362,3.93629358
209435,363,3.93629358
209984,364,3.93614099
210533,365,3.93614099
211082,366,3.93644617
211631,367,3.93659876
212180,368,3.93675135
212729,369,3.93675135
213278,370,3.93644617
213826,371,3.93629358
214374,372,3.93614099
214921,373,3.93614099
215468,374,3.93614099
216015,375,3.93629358
217251,376,3.93888762
217801,377,3.93537804
218349,378,3.93476768
218896,379,3.9344625
219443,380,3.93430991
219990,381,3.93476768
220537,382,3.93461509
221084,383,3.93461509
221632,384,3.93461509
222180,385,3.93522545
222728,386,3.93537804
223275,387,3.93553063
223822,388,3.93553063
224369,389,3.93553063
224915,390,3.93583581
225461,391,3.93583581
226007,392,3.9359884
226554,393,3.93583581
227101,394,3.93583581
227648,395,3.93614099
228195,396,3.93614099
228742,397,3.93614099
229289,398,3.93614099
229836,399,3.93629358
230383,400,3.93629358
230930,401,3.93629358
231476,402,3.93629358
232021,403,3.93614099
232566,404,3.93629358
233111,405,3.93644617
233656,406,3.93629358
234201,407,3.93629358
234746,408,3.93644617
235292,409,3.93659876
235838,410,3.93659876
236384,411,3.93659876
236930,412,3.93705653
237476,413,3.93675135
238022,414,3.93659876
238567,415,3.93675135
239112,416,3.93644617
239657,417,3.93659876
240202,418,3.93644617
240746,419,3.93629358
241290,420,3.93675135
241834,421,3.93659876
242378,422,3.93659876
242922,423,3.93659876
243466,424,3.93675135
244010,425,3.93675135
245182,426,3.93827726
245726,427,3.93690394
246271,428,3.93659876
246815,429,3.93644617
247359,430,3.93629358
247903,431,3.93644617
248447,432,3.93659876
248991,433,3.93629358
249535,434,3.93675135
