,CycleReorder,Amphr
102999,110,0.01613429
103846,111,0.01608171
104694,112,0.01603046
105540,113,0.01598424
106387,114,0.01595642
107234,115,0.01593666
108080,116,0.01590719
108926,117,0.01589421
109772,118,0.01588301
110617,119,0.01587201
111463,120,0.01586021
112309,121,0.01585252
113155,122,0.01584573
114001,123,0.01584355
114847,124,0.01583515
115693,125,0.01582839
118653,126,0.01735992
119513,127,0.01709928
120371,128,0.01690872
121227,129,0.01673256
122081,130,0.01656889
122933,131,0.01641508
123784,132,0.01628052
124633,133,0.016174
125482,134,0.01608904
126330,135,0.01602477
127177,136,0.01597864
128024,137,0.01594056
128870,138,0.01590754
129716,139,0.01589243
130562,140,0.01587448
131408,141,0.01585412
132254,142,0.0158467
133100,143,0.01584159
133946,144,0.01582897
134791,145,0.01583004
135636,146,0.01582559
136481,147,0.01582146
137327,148,0.01582097
138173,149,0.01581933
139018,150,0.01581457
139863,151,0.01581115
140708,152,0.01580875
141553,153,0.01581306
142402,154,0.01597922
143250,155,0.01601286
144096,156,0.01590087
144942,157,0.01584413
145787,158,0.01581222
146632,159,0.01577907
147476,160,0.01574689
148320,161,0.01570929
149164,162,0.01568601
150008,163,0.01567143
150852,164,0.01566352
151696,165,0.01565361
152539,166,0.01563566
153382,167,0.01562895
154225,168,0.01562344
155068,169,0.01562441
155911,170,0.01561637
156753,171,0.01561064
157596,172,0.01561579
158439,173,0.01562148
159282,174,0.01561691
160124,175,0.01560207
162963,176,0.017285
163823,177,0.017088
164681,178,0.016897
165536,179,0.016723
166390,180,0.016544
167242,181,0.016388
168092,182,0.016258
168941,183,0.016144
169789,184,0.016044
170636,185,0.015969999999999998
171483,186,0.015909
172329,187,0.015864
173175,188,0.015819999999999997
174020,189,0.015783000000000002
174865,190,0.015757
175710,191,0.015743
176555,192,0.015733
177399,193,0.015694999999999997
178243,194,0.015673
179087,195,0.015655000000000002
179931,196,0.015649
180774,197,0.015639
181617,198,0.015600999999999999
182460,199,0.015597999999999999
183303,200,0.015591999999999998
184146,201,0.015586000000000001
184989,202,0.015568
185832,203,0.015562999999999999
186675,204,0.015567
187518,205,0.015584
188361,206,0.015571999999999999
189204,207,0.015567
190047,208,0.015563999999999998
190890,209,0.015559
191732,210,0.015552000000000002
192575,211,0.015556
193417,212,0.015546
194259,213,0.01553
195101,214,0.015533000000000002
195943,215,0.015525
196785,216,0.015531999999999999
197627,217,0.015513999999999998
198469,218,0.015518
199311,219,0.015525
200153,220,0.015541
200995,221,0.015533000000000002
201837,222,0.015505000000000001
202679,223,0.015499
203521,224,0.015491
204363,225,0.015491
207318,226,0.01698347
208174,227,0.01676763
209028,228,0.01659569
209880,229,0.01643117
210731,230,0.01626626
211580,231,0.01610143
212427,232,0.01596811
213273,233,0.0158535
214118,234,0.01575782
214962,235,0.01568815
215805,236,0.01563566
216648,237,0.01559775
217491,238,0.01556811
218333,239,0.01553816
219175,240,0.01552478
220017,241,0.01552461
220859,242,0.01551896
221701,243,0.01550585
222543,244,0.01549905
223385,245,0.01549354
224227,246,0.01548803
225069,247,0.01548679
225911,248,0.01548154
226753,249,0.01547897
227595,250,0.01547252
228436,251,0.01546279
229277,252,0.01546244
230118,253,0.01546186
230958,254,0.01545274
231798,255,0.01545293
232638,256,0.01545923
233479,257,0.01545803
234320,258,0.01546284
235162,259,0.01546786
236004,260,0.01546714
236846,261,0.01546474
237687,262,0.01546092
238529,263,0.01546577
239371,264,0.01547128
240213,265,0.01547403
241054,266,0.01546306
241895,267,0.01545799
242737,268,0.01546519
243578,269,0.01545612
244419,270,0.01545075
245259,271,0.01545368
246099,272,0.0154551
246940,273,0.01544724
247781,274,0.01544008
248622,275,0.01543564
251531,276,0.01682851
252386,277,0.01662244
253239,278,0.01644637
254090,279,0.01627928
254938,280,0.01611552
255785,281,0.01596233
256631,282,0.01582382
257475,283,0.01572361
258319,284,0.0156437
259162,285,0.015581
260004,286,0.01553185
260846,287,0.01549932
261688,288,0.01547492
262529,289,0.01545555
263370,290,0.01544835
264211,291,0.01543817
265052,292,0.01542653
265893,293,0.01542213
266733,294,0.01542217
267574,295,0.01541133
268415,296,0.01540777
269256,297,0.01540151
270097,298,0.01539951
270938,299,0.01540244
271779,300,0.01540351
272620,301,0.01539542
273461,302,0.01539422
274302,303,0.01539893
275143,304,0.01540626
275984,305,0.01541191
276825,306,0.01540426
277666,307,0.01540813
278507,308,0.01541151
279348,309,0.01541048
280189,310,0.01540999
281030,311,0.01540635
281871,312,0.01539449
282712,313,0.0154032
283553,314,0.01540306
284394,315,0.01539973
285235,316,0.0154032
286076,317,0.015398
286917,318,0.01540306
287758,319,0.0154076
288599,320,0.01541275
289440,321,0.01541426
290281,322,0.01541093
291122,323,0.01540924
291963,324,0.01541444
292803,325,0.01541155
295764,326,0.01673559
296617,327,0.01649463
297468,328,0.01631958
298317,329,0.01615685
299164,330,0.01599567
300010,331,0.0158599
300855,332,0.01574845
301699,333,0.01565201
302542,334,0.015585
303384,335,0.01553185
304226,336,0.01549328
305068,337,0.01546754
305909,338,0.0154515
306750,339,0.01543772
307591,340,0.01541822
308432,341,0.01541671
309273,342,0.0154116
310114,343,0.01541173
310955,344,0.01541493
311796,345,0.01540444
312637,346,0.01540209
313478,347,0.01539982
314318,348,0.0153936
315159,349,0.01539578
316000,350,0.01539453
316841,351,0.01538835
317682,352,0.01538378
318523,353,0.01538284
319364,354,0.01538858
320204,355,0.0153888
321045,356,0.01539093
321886,357,0.01538302
322727,358,0.01538751
323568,359,0.01539564
324408,360,0.01539089
325248,361,0.01538884
326088,362,0.01538742
326929,363,0.0153824
327770,364,0.01538315
328611,365,0.01539693
329452,366,0.01538706
330292,367,0.01538564
331132,368,0.01538493
331973,369,0.015392
332814,370,0.01539498
333655,371,0.01540213
334496,372,0.01540017
335337,373,0.01540155
336178,374,0.01539973
337019,375,0.01540035
339977,376,0.016642
340829,377,0.01641144
341679,378,0.01623137
342527,379,0.01605308
343373,380,0.01589274
344218,381,0.01575845
345062,382,0.01564317
345905,383,0.01556109
346746,384,0.01550297
347587,385,0.01546133
348428,386,0.0154323
349268,387,0.01540849
350109,388,0.01540173
350950,389,0.01541853
351791,390,0.01542271
352632,391,0.01542639
353473,392,0.01542271
354314,393,0.01541782
355155,394,0.01541733
355996,395,0.01541968
356837,396,0.01542044
357678,397,0.01541466
358519,398,0.0154124
359360,399,0.01541359
360201,400,0.01541608
361042,401,0.01541622
361883,402,0.01540995
362724,403,0.01540857
363565,404,0.01541244
364406,405,0.01541773
365247,406,0.01541902
366088,407,0.01541559
366929,408,0.01541213
367770,409,0.01541333
368611,410,0.0154168
369452,411,0.01541804
370293,412,0.01541591
371134,413,0.01541302
371975,414,0.01541613
372816,415,0.01541822
373657,416,0.01541951
374498,417,0.01542075
375339,418,0.01541711
376180,419,0.01542395
377021,420,0.01542266
377862,421,0.01542222
378703,422,0.01541733
379544,423,0.01541253
380385,424,0.01541138
381226,425,0.01540968
384169,426,0.01622186
385017,427,0.01600775
385863,428,0.01586693
386708,429,0.01574631
387552,430,0.01564699
388394,431,0.01556758
389236,432,0.01549856
390077,433,0.01544559
390918,434,0.01541359
391759,435,0.01538582
392600,436,0.01537787
393440,437,0.01536489
394280,438,0.01535894
395120,439,0.01536267
395960,440,0.01536156
396800,441,0.01535773
397640,442,0.01535623
398480,443,0.01535485
399320,444,0.01535925
400160,445,0.01536027
401000,446,0.01536191
401840,447,0.01536458
402680,448,0.01536645
403520,449,0.01537351
404361,450,0.01538298
