,CycleReorder,Amphr
1155,1,0.02502041
2092,2,0.02394985
3016,3,0.02281536
3932,4,0.02208015
4842,5,0.02156101
5747,6,0.02109782
6647,7,0.020646
7542,8,0.0201937
8431,9,0.01975077
9316,10,0.01932655
10197,11,0.01893758
11074,12,0.01861473
11948,13,0.01832343
12819,14,0.01807175
13687,15,0.01786548
14553,16,0.01767438
15417,17,0.01750039
16279,18,0.01732606
17140,19,0.0171604
17999,20,0.01701494
18856,21,0.01685893
19712,22,0.01671022
20565,23,0.01653292
21416,24,0.01633341
22265,25,0.01611291
25251,26,0.01946164
26131,27,0.0188641
27006,28,0.01841628
27876,29,0.01801128
28741,30,0.01761781
29602,31,0.01723092
30459,32,0.01687505
31313,33,0.01653975
32162,34,0.01624911
33010,35,0.01600447
33855,36,0.01579801
34698,37,0.01561496
35538,38,0.01546169
36377,39,0.01533793
37216,40,0.01523394
38054,41,0.01514057
38891,42,0.01506067
39727,43,0.01499854
40563,44,0.01493806
41398,45,0.01487775
42232,46,0.01482314
43066,47,0.01478239
43898,48,0.01473297
44731,49,0.01468746
45563,50,0.01464969
48529,51,0.01786608
49395,52,0.0176006
50261,53,0.01744208
51123,54,0.01726863
51983,55,0.01711381
52840,56,0.01695107
53696,57,0.01679691
54551,58,0.01666519
55405,59,0.01653983
56258,60,0.01644672
57110,61,0.01636953
57961,62,0.01631345
58812,63,0.01626697
59662,64,0.01622893
60512,65,0.0162041
61362,66,0.01617773
62211,67,0.01616326
63059,68,0.01615277
63907,69,0.01613762
64755,70,0.01613664
65603,71,0.01613382
66451,72,0.01612722
67300,73,0.01612477
68149,74,0.01611796
68998,75,0.01611134
71925,76,0.01773321
72789,77,0.0174695
73651,78,0.01726824
74511,79,0.01709483
75369,80,0.01692894
76225,81,0.01676296
77079,82,0.01661293
77931,83,0.01648872
78783,84,0.01638482
79634,85,0.01630426
80484,86,0.01623066
81333,87,0.01617049
82182,88,0.01612849
83031,89,0.01609548
83878,90,0.01606886
84726,91,0.01604877
85574,92,0.01603144
86422,93,0.01601339
87270,94,0.016003
88117,95,0.01598958
88964,96,0.0159678
89811,97,0.01595398
90658,98,0.01594914
91505,99,0.01593989
92352,100,0.01593083
95313,101,0.01750453
96174,102,0.0172404
97032,103,0.01705306
97888,104,0.01688558
98744,105,0.01671684
99598,106,0.01656103
100450,107,0.01641567
101301,108,0.01630343
102151,109,0.01621155
