,CycleReorder,Volts
194187,332,3.92942702
194744,333,3.92957961
195301,334,3.9297322
195859,335,3.92942702
196416,336,3.93003738
196973,337,3.9297322
197530,338,3.93034257
198087,339,3.92988479
198644,340,3.93003738
199201,341,3.92988479
199757,342,3.93003738
200313,343,3.92988479
200869,344,3.93018997
201425,345,3.93003738
201981,346,3.93003738
202536,347,3.93003738
203091,348,3.93034257
203647,349,3.93003738
204203,350,3.93003738
204759,351,3.93003738
205315,352,3.93003738
205871,353,3.93003738
206427,354,3.93034257
206983,355,3.92988479
207539,356,3.93018997
208095,357,3.93064775
208651,358,3.93034257
209206,359,3.93003738
209761,360,3.93003738
210316,361,3.93003738
210870,362,3.92988479
211424,363,3.93018997
211979,364,3.92988479
212533,365,3.93003738
213087,366,3.93003738
213641,367,3.93049516
214195,368,3.93018997
214750,369,3.93034257
215305,370,3.93003738
215860,371,3.93003738
216415,372,3.93003738
216970,373,3.92988479
217525,374,3.93049516
218080,375,3.93018997
219327,376,3.93171588
219880,377,3.93003738
220433,378,3.92988479
220986,379,3.92942702
221539,380,3.92927443
222092,381,3.92942702
222644,382,3.92927443
223196,383,3.92942702
223748,384,3.92942702
224301,385,3.92988479
224855,386,3.93034257
225409,387,3.92988479
225963,388,3.93003738
226517,389,3.92988479
227069,390,3.92988479
227621,391,3.93018997
228173,392,3.92988479
228725,393,3.92988479
229277,394,3.92988479
229829,395,3.93018997
230381,396,3.93018997
230933,397,3.93018997
231486,398,3.93034257
232039,399,3.93034257
232592,400,3.93049516
233145,401,3.93049516
233698,402,3.93064775
234250,403,3.93049516
234802,404,3.93049516
235354,405,3.93049516
235906,406,3.93049516
236457,407,3.93049516
237008,408,3.93034257
237559,409,3.93064775
238110,410,3.93064775
238661,411,3.93034257
239213,412,3.93080034
239765,413,3.93049516
240317,414,3.93080034
240869,415,3.93064775
241420,416,3.93049516
241971,417,3.93080034
242522,418,3.93064775
243073,419,3.93110552
243624,420,3.93080034
244175,421,3.93095293
244726,422,3.93095293
245276,423,3.93080034
245826,424,3.93080034
246376,425,3.93125811
247554,426,3.93034257
248103,427,3.93125811
248652,428,3.93110552
249202,429,3.93125811
249752,430,3.93095293
250302,431,3.93110552
250852,432,3.93125811
251402,433,3.93095293
251952,434,3.93110552
252502,435,3.93110552
253052,436,3.93110552
253601,437,3.93080034
254150,438,3.93080034
254699,439,3.93080034
255247,440,3.93095293
255795,441,3.93080034
256343,442,3.93064775
256892,443,3.93110552
257440,444,3.93064775
257989,445,3.93080034
258538,446,3.93080034
259087,447,3.93049516
259636,448,3.93049516
260185,449,3.93064775
260734,450,3.93080034
