,CycleReorder,Volts
110648,119,3.11398489
111494,120,3.11444266
112340,121,3.11490043
113186,122,3.11520562
114032,123,3.1155108
114878,124,3.11612116
115724,125,3.11612116
118684,126,3.11200122
119544,127,3.10727092
120402,128,3.10620279
121258,129,3.10620279
122112,130,3.10666056
122964,131,3.10696574
123815,132,3.1075761
124664,133,3.10833906
125513,134,3.10894942
126361,135,3.10971237
127208,136,3.11047532
128055,137,3.11123827
128901,138,3.11184863
129747,139,3.1123064
130593,140,3.11276417
131439,141,3.11367971
132285,142,3.1138323
133131,143,3.11429007
133977,144,3.11490043
134822,145,3.11535821
135667,146,3.11566339
136512,147,3.11612116
137358,148,3.11596857
138204,149,3.11642634
139049,150,3.1170367
139894,151,3.11734188
140739,152,3.1170367
141584,153,3.11688411
142433,154,3.11886778
143281,155,3.11718929
144127,156,3.11627375
144973,157,3.11642634
145818,158,3.11642634
146663,159,3.11688411
147507,160,3.11718929
148351,161,3.11779965
149195,162,3.11779965
150039,163,3.1185626
150883,164,3.11871519
151727,165,3.11902037
152570,166,3.11902037
153413,167,3.11978332
154256,168,3.11978332
155099,169,3.11978332
155942,170,3.12054627
156784,171,3.12039368
157627,172,3.12024109
158470,173,3.1200885
159313,174,3.12069886
160155,175,3.12054627
162994,176,3.089113
163854,177,3.089265
164712,178,3.090333
165567,179,3.092164
166421,180,3.093385
167273,181,3.095216
168123,182,3.0959790000000003
168972,183,3.097658
169820,184,3.098878
170667,185,3.100099
171514,186,3.101625
172360,187,3.102693
173206,188,3.103761
174051,189,3.104829
174896,190,3.105898
175741,191,3.106661
176586,192,3.108492
177430,193,3.109102
178274,194,3.109865
179118,195,3.11017
179962,196,3.111238
180805,197,3.1121540000000003
181648,198,3.1123060000000002
182491,199,3.113375
183334,200,3.113985
184177,201,3.11429
185020,202,3.115511
185863,203,3.115511
186706,204,3.115663
187549,205,3.1159689999999998
188392,206,3.116579
189235,207,3.117037
190078,208,3.1171889999999998
190921,209,3.117952
191763,210,3.11841
192606,211,3.118257
193448,212,3.11902
194290,213,3.119478
195132,214,3.119478
195974,215,3.119783
196816,216,3.120089
197658,217,3.120546
198500,218,3.1203939999999997
199342,219,3.120241
200184,220,3.120089
201026,221,3.121157
201868,222,3.1214619999999997
202710,223,3.121614
203552,224,3.122072
204394,225,3.121614
207349,226,3.11413748
208205,227,3.10971237
209059,228,3.10833906
209911,229,3.10864424
210762,230,3.10894942
211611,231,3.10955978
212458,232,3.11017014
213304,233,3.1107805
214149,234,3.11184863
214993,235,3.11276417
215836,236,3.11322194
216679,237,3.1138323
217522,238,3.11490043
218364,239,3.1155108
219206,240,3.11657893
220048,241,3.11642634
220890,242,3.11718929
221732,243,3.11764706
222574,244,3.1185626
223416,245,3.11886778
224258,246,3.11947814
225100,247,3.11947814
225942,248,3.1200885
226784,249,3.12115663
227626,250,3.12115663
228467,251,3.12100404
229308,252,3.12146181
230149,253,3.12222477
230989,254,3.12252995
231829,255,3.12283513
232669,256,3.12252995
233510,257,3.1232929
234351,258,3.12283513
235193,259,3.1232929
236035,260,3.12375067
236877,261,3.12375067
237718,262,3.12405585
238560,263,3.12390326
239402,264,3.12390326
240244,265,3.12420844
241085,266,3.12420844
241926,267,3.12451362
242768,268,3.12466621
243609,269,3.12527657
244450,270,3.1248188
245290,271,3.12497139
246130,272,3.12527657
246971,273,3.12588693
247812,274,3.12603952
248653,275,3.12588693
251562,276,3.12588693
252417,277,3.11764706
253270,278,3.11505303
254121,279,3.11398489
254969,280,3.1138323
255816,281,3.11444266
256662,282,3.11505303
257506,283,3.11581598
258350,284,3.11627375
259193,285,3.11688411
260035,286,3.11734188
260877,287,3.11779965
261719,288,3.1185626
262560,289,3.11963073
263401,290,3.12024109
264242,291,3.12039368
265083,292,3.12054627
265924,293,3.12130922
266764,294,3.12207218
267605,295,3.12237736
268446,296,3.12314031
269287,297,3.12375067
270128,298,3.12405585
270969,299,3.12420844
271810,300,3.12451362
272651,301,3.12497139
273492,302,3.1248188
274333,303,3.12542916
275174,304,3.12558175
276015,305,3.12542916
276856,306,3.12573434
277697,307,3.12588693
278538,308,3.1263447
279379,309,3.12680247
280220,310,3.12649729
281061,311,3.12710765
281902,312,3.12726024
282743,313,3.12726024
283584,314,3.12741283
284425,315,3.12741283
285266,316,3.1278706
286107,317,3.12771801
286948,318,3.12802319
287789,319,3.12802319
288630,320,3.12802319
289471,321,3.12817578
290312,322,3.12863355
291153,323,3.12832837
291994,324,3.12832837
292834,325,3.12893874
295795,326,3.12817578
296648,327,3.1200885
297499,328,3.11734188
298348,329,3.11642634
299195,330,3.11642634
300041,331,3.11642634
300886,332,3.11673152
301730,333,3.11764706
302573,334,3.11810483
303415,335,3.11917296
304257,336,3.12024109
305099,337,3.12085145
305940,338,3.12130922
306781,339,3.12222477
307622,340,3.12344549
308463,341,3.12344549
309304,342,3.12359808
310145,343,3.12436103
310986,344,3.12466621
311827,345,3.12512398
312668,346,3.12619211
313509,347,3.12619211
314349,348,3.12680247
315190,349,3.12649729
316031,350,3.12695506
316872,351,3.12741283
317713,352,3.12832837
318554,353,3.12878614
319395,354,3.12817578
320235,355,3.12832837
321076,356,3.12848096
321917,357,3.12878614
322758,358,3.12848096
323599,359,3.12878614
324439,360,3.12909133
325279,361,3.12970169
326119,362,3.13046464
326960,363,3.13000687
327801,364,3.13046464
328642,365,3.13015946
329483,366,3.13015946
330323,367,3.13092241
331163,368,3.13046464
332004,369,3.13031205
332845,370,3.13031205
333686,371,3.13046464
334527,372,3.13076982
335368,373,3.13076982
336209,374,3.13122759
337050,375,3.131075
340008,376,3.13443198
340860,377,3.12466621
341710,378,3.1216144
342558,379,3.12054627
343404,380,3.1200885
344249,381,3.12039368
345093,382,3.12069886
345936,383,3.12115663
346777,384,3.12176699
347618,385,3.12237736
348459,386,3.12359808
349299,387,3.12390326
350140,388,3.12451362
350981,389,3.12466621
351822,390,3.12512398
352663,391,3.12588693
353504,392,3.12588693
354345,393,3.12649729
355186,394,3.12680247
356027,395,3.12710765
356868,396,3.1278706
357709,397,3.12802319
358550,398,3.12863355
359391,399,3.12863355
360232,400,3.12909133
361073,401,3.13000687
361914,402,3.1295491
362755,403,3.12970169
363596,404,3.13015946
364437,405,3.13061723
365278,406,3.13061723
366119,407,3.13015946
366960,408,3.13046464
367801,409,3.13061723
368642,410,3.13122759
369483,411,3.131075
370324,412,3.13122759
371165,413,3.13138018
372006,414,3.13122759
372847,415,3.13122759
373688,416,3.13153277
374529,417,3.13199054
375370,418,3.13214313
376211,419,3.13183795
377052,420,3.13183795
377893,421,3.13229572
378734,422,3.13214313
379575,423,3.13244831
380416,424,3.13244831
381257,425,3.13290608
384200,426,3.1559472
385048,427,3.14740215
385894,428,3.14251926
386739,429,3.14007782
387583,430,3.13855192
388425,431,3.1373312
389267,432,3.13687343
390108,433,3.13672084
390949,434,3.13656825
391790,435,3.13656825
392631,436,3.13672084
393471,437,3.13656825
394311,438,3.13687343
395151,439,3.13656825
395991,440,3.13656825
396831,441,3.13687343
397671,442,3.13687343
398511,443,3.13641566
399351,444,3.13672084
400191,445,3.13717861
401031,446,3.13687343
401871,447,3.13641566
402711,448,3.13687343
403551,449,3.13641566
404392,450,3.13672084
