,CycleReorder,Volts
873,1,3.84992752
1822,2,3.84626535
2768,3,3.84473945
3710,4,3.84596017
4648,5,3.84733349
5584,6,3.84901198
6518,7,3.85099565
7450,8,3.85252155
8380,9,3.85374228
9307,10,3.85557336
10233,11,3.85679408
11159,12,3.85831998
12084,13,3.85923552
13008,14,3.86076143
13932,15,3.86152438
14856,16,3.86243992
15779,17,3.86320287
16702,18,3.86396582
17624,19,3.86533913
18546,20,3.86564431
19468,21,3.86640726
20388,22,3.86671244
21309,23,3.86747539
22230,24,3.86793317
23151,25,3.86884871
26173,26,3.87739376
27102,27,3.86823835
28024,28,3.86747539
28943,29,3.86884871
29861,30,3.87037461
30778,31,3.8720531
31695,32,3.87342641
32611,33,3.87388418
33527,34,3.87479973
34443,35,3.87556268
35359,36,3.87617304
36275,37,3.87632563
37191,38,3.87708858
38107,39,3.87739376
39023,40,3.87785153
39939,41,3.8783093
40855,42,3.87876707
41770,43,3.87922484
42685,44,3.8798352
43600,45,3.87998779
44515,46,3.88014038
45430,47,3.88059815
46345,48,3.88075074
47260,49,3.88075074
48174,50,3.8813611
51190,51,3.88715953
52109,52,3.88654917
53029,53,3.88700694
53951,54,3.88731212
54871,55,3.88776989
55791,56,3.88776989
56711,57,3.88822766
57631,58,3.88853285
58551,59,3.88899062
59471,60,3.88899062
60391,61,3.8892958
61311,62,3.88975357
62231,63,3.88990616
63150,64,3.89021134
64069,65,3.89036393
64988,66,3.89036393
65907,67,3.89097429
66826,68,3.89112688
67745,69,3.89127947
68664,70,3.89127947
69583,71,3.89127947
70502,72,3.89158465
71421,73,3.89204242
72340,74,3.89204242
73259,75,3.89188983
76308,76,3.89570459
77227,77,3.89478904
78146,78,3.89417868
79065,79,3.89372091
79984,80,3.8938735
80903,81,3.89356832
81822,82,3.89341573
82741,83,3.89356832
83660,84,3.89295796
84578,85,3.89326314
85496,86,3.89311055
86414,87,3.89311055
87332,88,3.89372091
88250,89,3.89372091
89168,90,3.89341573
90086,91,3.89356832
91004,92,3.8938735
91922,93,3.8938735
92840,94,3.8938735
93758,95,3.8938735
94676,96,3.89402609
95594,97,3.89372091
96511,98,3.8938735
97428,99,3.8938735
98345,100,3.89402609
101362,101,3.89753567
102279,102,3.89616236
103197,103,3.89585718
104115,104,3.8953994
105032,105,3.89463645
105948,106,3.89478904
106865,107,3.89478904
107782,108,3.89463645
108699,109,3.89463645
109616,110,3.89448386
110532,111,3.89448386
111448,112,3.89433127
112364,113,3.89433127
113280,114,3.89463645
114196,115,3.89448386
115112,116,3.89463645
116029,117,3.89448386
116945,118,3.89478904
117861,119,3.89478904
118777,120,3.89433127
119693,121,3.89463645
120609,122,3.89463645
121525,123,3.89463645
122441,124,3.89463645
123357,125,3.89478904
126373,126,3.89799344
127290,127,3.89692531
128206,128,3.89677272
129122,129,3.89600977
130038,130,3.89600977
130954,131,3.8953994
131870,132,3.8953994
132786,133,3.89524681
133702,134,3.89524681
134618,135,3.8953994
135534,136,3.89494163
136450,137,3.89524681
137366,138,3.89478904
138282,139,3.89478904
139198,140,3.89478904
140114,141,3.89509422
