,CycleReorder,Volts
141030,142,3.89494163
141946,143,3.89509422
142861,144,3.89509422
143776,145,3.89524681
144691,146,3.89494163
145605,147,3.89494163
146520,148,3.89478904
147435,149,3.90821698
148357,150,3.89768826
149272,151,3.89677272
150188,152,3.8970779
151104,153,3.89692531
152020,154,3.8970779
152936,155,3.89677272
153852,156,3.8970779
154767,157,3.89723049
155683,158,3.8970779
156599,159,3.89692531
157515,160,3.89692531
158431,161,3.89692531
159347,162,3.89692531
160262,163,3.89662013
161177,164,3.89738308
162093,165,3.89753567
163009,166,3.8970779
163924,167,3.8970779
164839,168,3.89723049
165754,169,3.89723049
166669,170,3.8970779
167584,171,3.89723049
168499,172,3.89723049
169414,173,3.89723049
170329,174,3.89677272
171244,175,3.8970779
174168,176,3.9001300000000003
175083,177,3.8982989999999997
175997,178,3.8982989999999997
176912,179,3.8976879999999996
177826,180,3.8972300000000004
178739,181,3.8972300000000004
179653,182,3.897078
180567,183,3.896315
181481,184,3.896468
182395,185,3.896315
183309,186,3.896468
184223,187,3.8961620000000003
185137,188,3.896468
186051,189,3.896925
186965,190,3.896468
187879,191,3.8966199999999995
188793,192,3.896315
189707,193,3.8967730000000005
190621,194,3.89601
191535,195,3.89601
192449,196,3.896315
193363,197,3.8961620000000003
194277,198,3.89601
195190,199,3.896468
196104,200,3.897078
197018,201,3.897078
197932,202,3.896925
198846,203,3.8966199999999995
199760,204,3.8967730000000005
200674,205,3.896925
201588,206,3.896315
202501,207,3.89601
203414,208,3.8961620000000003
204327,209,3.8961620000000003
205239,210,3.895857
206152,211,3.896315
207065,212,3.8967730000000005
207979,213,3.8966199999999995
208892,214,3.895247
209805,215,3.895399
210718,216,3.895247
211631,217,3.8955519999999995
212544,218,3.8955519999999995
213457,219,3.8955519999999995
214370,220,3.895399
215283,221,3.895247
216196,222,3.8955519999999995
217109,223,3.895857
218022,224,3.8961620000000003
218934,225,3.8957050000000004
221945,226,3.89906157
222858,227,3.89753567
223771,228,3.89784085
224684,229,3.89768826
225597,230,3.89738308
226510,231,3.89692531
227423,232,3.89662013
228336,233,3.89646754
229249,234,3.89631495
230161,235,3.89616236
231073,236,3.89631495
231985,237,3.89616236
232897,238,3.89616236
233809,239,3.89616236
234721,240,3.89570459
235633,241,3.89616236
236544,242,3.89600977
237456,243,3.89600977
238368,244,3.89585718
239280,245,3.89600977
240192,246,3.89570459
241104,247,3.89570459
242016,248,3.89585718
242927,249,3.895552
243839,250,3.89570459
244751,251,3.89600977
245663,252,3.89616236
246575,253,3.89616236
247487,254,3.895552
248399,255,3.89585718
249310,256,3.89570459
250222,257,3.89585718
251134,258,3.8953994
252045,259,3.89570459
252956,260,3.89585718
253867,261,3.89570459
254778,262,3.89570459
255689,263,3.89570459
256600,264,3.89585718
257511,265,3.895552
258422,266,3.895552
259333,267,3.8953994
260244,268,3.89570459
261155,269,3.89570459
262066,270,3.895552
262977,271,3.89570459
263888,272,3.895552
264799,273,3.895552
265710,274,3.895552
266621,275,3.89585718
269653,276,3.89982452
270565,277,3.89799344
271476,278,3.89799344
272387,279,3.89738308
273298,280,3.89753567
274209,281,3.89677272
275120,282,3.89662013
276031,283,3.89692531
276942,284,3.89646754
277853,285,3.89646754
278764,286,3.89646754
279675,287,3.89646754
280586,288,3.89616236
281497,289,3.89616236
282407,290,3.89646754
283318,291,3.89631495
284229,292,3.89600977
285139,293,3.89616236
286049,294,3.89616236
286959,295,3.89616236
287869,296,3.89616236
288779,297,3.89600977
289689,298,3.89600977
290599,299,3.89631495
291509,300,3.89631495
292419,301,3.89646754
293329,302,3.89646754
294239,303,3.89631495
295148,304,3.89631495
296058,305,3.89585718
296968,306,3.89600977
297878,307,3.89600977
298788,308,3.89616236
299698,309,3.89616236
300608,310,3.89616236
301518,311,3.89616236
302428,312,3.89631495
303338,313,3.89662013
304248,314,3.89616236
305158,315,3.89631495
306068,316,3.89646754
306978,317,3.89600977
307888,318,3.89600977
308798,319,3.89585718
309707,320,3.89570459
310616,321,3.89570459
311525,322,3.89600977
312433,323,3.89570459
313342,324,3.895552
314250,325,3.89600977
317258,326,3.89936675
318168,327,3.89753567
319078,328,3.89784085
319988,329,3.89753567
320898,330,3.89738308
321808,331,3.8970779
322718,332,3.89692531
323627,333,3.89646754
324535,334,3.89646754
325444,335,3.89616236
326353,336,3.89631495
327262,337,3.89631495
328171,338,3.89600977
329080,339,3.89600977
329989,340,3.89600977
330898,341,3.89631495
331807,342,3.89616236
332716,343,3.89631495
333625,344,3.89600977
334534,345,3.89600977
335443,346,3.89570459
336352,347,3.89600977
337261,348,3.89570459
338169,349,3.89585718
339078,350,3.8953994
339986,351,3.895552
340894,352,3.89585718
341802,353,3.89600977
342711,354,3.895552
343619,355,3.895552
344527,356,3.89585718
345435,357,3.895552
346343,358,3.895552
347251,359,3.895552
348159,360,3.89524681
349067,361,3.895552
349975,362,3.8953994
350883,363,3.89585718
351790,364,3.89600977
352698,365,3.89585718
353606,366,3.89585718
354514,367,3.89570459
355422,368,3.89585718
356330,369,3.895552
357238,370,3.895552
358146,371,3.8953994
359054,372,3.8953994
359962,373,3.89524681
360869,374,3.89585718
361777,375,3.89585718
364803,376,3.89982452
365712,377,3.89738308
366620,378,3.89692531
367528,379,3.89662013
368436,380,3.89662013
369344,381,3.89646754
370252,382,3.89616236
371160,383,3.89600977
372068,384,3.89585718
372976,385,3.89585718
373883,386,3.89585718
374791,387,3.8970779
375698,388,3.89723049
376605,389,3.89738308
377512,390,3.8970779
378419,391,3.89723049
379327,392,3.89723049
380235,393,3.8970779
381143,394,3.8970779
382051,395,3.89738308
382959,396,3.8970779
383867,397,3.89723049
384775,398,3.8970779
385683,399,3.89692531
386591,400,3.8970779
387499,401,3.8970779
388407,402,3.8970779
389315,403,3.89662013
390223,404,3.89723049
391131,405,3.8970779
392039,406,3.89677272
392946,407,3.8970779
393853,408,3.8970779
394760,409,3.8970779
395667,410,3.89723049
396574,411,3.89723049
397481,412,3.89677272
398388,413,3.89692531
399295,414,3.89677272
400202,415,3.89692531
401109,416,3.89662013
402016,417,3.89677272
402923,418,3.89692531
403830,419,3.89692531
404737,420,3.89662013
405644,421,3.89677272
406551,422,3.89677272
407457,423,3.89677272
408364,424,3.8970779
409271,425,3.8970779
412274,426,3.89997711
413181,427,3.89784085
414088,428,3.89784085
414995,429,3.89753567
415902,430,3.89753567
416809,431,3.89723049
417716,432,3.89723049
418623,433,3.89692531
419530,434,3.8970779
420437,435,3.89723049
421344,436,3.89662013
422251,437,3.8970779
423158,438,3.89738308
424065,439,3.89677272
424971,440,3.8970779
425877,441,3.89692531
426783,442,3.8970779
427689,443,3.89646754
428595,444,3.89677272
429501,445,3.89677272
430407,446,3.8970779
431313,447,3.8970779
432219,448,3.89677272
433125,449,3.89784085
434032,450,3.8970779
