,CycleReorder,Volts
1187,1,3.3541619
2133,2,3.33493553
3075,3,3.32120241
4013,4,3.31342031
4949,5,3.30670634
5883,6,3.30060273
6815,7,3.2948043
7745,8,3.28992142
8673,9,3.28503853
9599,10,3.28046082
10524,11,3.27649348
11449,12,3.27237354
12374,13,3.26855879
13297,14,3.26474403
14221,15,3.26108186
15144,16,3.25772488
16067,17,3.2543679
16989,18,3.2511635
17911,19,3.24780652
18833,20,3.24475471
19754,21,3.2418555
20674,22,3.23895628
21595,23,3.23651484
22516,24,3.23346304
23436,25,3.230869
26467,26,3.20248722
27389,27,3.20096132
28308,28,3.20141909
29226,29,3.20172427
30143,30,3.20172427
31060,31,3.20172427
31976,32,3.20111391
32892,33,3.19989319
33808,34,3.19928283
34724,35,3.19897765
35640,36,3.19790951
36556,37,3.19668879
37472,38,3.19607843
38388,39,3.1950103
39304,40,3.19394217
40220,41,3.19287404
41135,42,3.19226368
42050,43,3.19180591
42965,44,3.19043259
43880,45,3.18966964
44795,46,3.18921187
45710,47,3.1887541
46625,48,3.18799115
47539,49,3.1872282
48453,50,3.18631266
51475,51,3.1591516
52394,52,3.15793088
53316,53,3.15655756
54236,54,3.15457389
55156,55,3.15228504
56076,56,3.14877546
56996,57,3.1466392
57916,58,3.14450294
58836,59,3.1419089
59756,60,3.13916228
60676,61,3.1373312
61596,62,3.13504234
62515,63,3.13305867
63434,64,3.13138018
64353,65,3.1295491
65272,66,3.12771801
66191,67,3.12619211
67110,68,3.12497139
68029,69,3.12375067
68948,70,3.12207218
69867,71,3.12100404
70786,72,3.1200885
71705,73,3.11871519
72624,74,3.11749447
73542,75,3.11688411
76593,76,3.10666056
77511,77,3.10330358
78430,78,3.10162509
79349,79,3.10101472
80268,80,3.10040436
81187,81,3.10055695
82106,82,3.10055695
83025,83,3.10101472
83943,84,3.10101472
84861,85,3.10086213
85779,86,3.10131991
86697,87,3.10116732
87615,88,3.1014725
88533,89,3.10162509
89451,90,3.10131991
90369,91,3.10162509
91287,92,3.10177768
92205,93,3.10177768
93123,94,3.10177768
94041,95,3.10208286
94959,96,3.10177768
95876,97,3.10208286
96793,98,3.10208286
97710,99,3.10223545
98627,100,3.10254063
101645,101,3.10238804
102562,102,3.09903105
103480,103,3.09750515
104397,104,3.09719997
105314,105,3.09719997
106230,106,3.09719997
107147,107,3.09735256
108064,108,3.09781033
108981,109,3.09796292
109898,110,3.09872587
110814,111,3.09903105
111730,112,3.09933623
112646,113,3.09948882
113562,114,3.099794
114478,115,3.09994659
115394,116,3.10025177
116310,117,3.10070954
117226,118,3.10086213
118142,119,3.10101472
119058,120,3.10131991
119974,121,3.10131991
120890,122,3.1014725
121806,123,3.10193027
122722,124,3.10193027
123638,125,3.10208286
126655,126,3.10193027
127571,127,3.09903105
128487,128,3.09765774
129403,129,3.09765774
130319,130,3.09750515
131235,131,3.09735256
132151,132,3.09765774
133067,133,3.09796292
133983,134,3.09842069
134899,135,3.09887846
135815,136,3.09903105
136731,137,3.099794
137647,138,3.10025177
138563,139,3.10009918
139479,140,3.10055695
140395,141,3.10086213
141311,142,3.10116732
142226,143,3.10177768
143141,144,3.10193027
144056,145,3.10193027
144971,146,3.10223545
145885,147,3.10284581
146800,148,3.10009918
147722,149,3.10696574
148638,150,3.10467689
149553,151,3.1045243
150469,152,3.10406653
151385,153,3.10406653
152301,154,3.10467689
153217,155,3.10482948
154133,156,3.10467689
155048,157,3.10467689
155964,158,3.10513466
156880,159,3.10513466
157796,160,3.10513466
158712,161,3.10543984
159627,162,3.10559243
160542,163,3.10513466
161458,164,3.10528725
162374,165,3.10589761
163289,166,3.10620279
164204,167,3.1060502
165119,168,3.1060502
166034,169,3.10650797
166949,170,3.10635538
167864,171,3.10620279
168779,172,3.10666056
169694,173,3.10681315
170609,174,3.10650797
171524,175,3.10681315
174448,176,3.1040669999999997
175362,177,3.10132
176277,178,3.0999470000000002
177191,179,3.099336
178105,180,3.099336
179018,181,3.0999470000000002
179932,182,3.1002520000000002
180846,183,3.100404
181760,184,3.1010150000000003
182674,185,3.1014720000000002
183588,186,3.10193
184502,187,3.1020830000000004
185416,188,3.1020830000000004
186330,189,3.102693
187244,190,3.103151
188158,191,3.103609
189072,192,3.103914
189986,193,3.104524
190900,194,3.104524
191814,195,3.104982
192728,196,3.1051349999999998
193642,197,3.10544
194556,198,3.105745
195469,199,3.104982
196383,200,3.1055919999999997
197297,201,3.105745
198211,202,3.106203
199125,203,3.1065080000000003
200039,204,3.1068130000000003
200953,205,3.107576
201866,206,3.107424
202779,207,3.107576
203692,208,3.107576
204605,209,3.108339
205517,210,3.108186
206430,211,3.107576
207344,212,3.1078810000000003
208257,213,3.109102
209170,214,3.109407
210083,215,3.1095599999999997
210996,216,3.109255
211909,217,3.109865
212822,218,3.11017
213735,219,3.109865
214648,220,3.110323
215561,221,3.11017
216474,222,3.110323
217387,223,3.109865
218300,224,3.110323
219212,225,3.11078
222223,226,3.1075761
223136,227,3.10421912
224049,228,3.10315099
224962,229,3.1029984
225875,230,3.10330358
226788,231,3.10345617
227701,232,3.10391394
228614,233,3.10421912
229526,234,3.10482948
230438,235,3.10498207
231350,236,3.10559243
232262,237,3.10589761
233174,238,3.10620279
234086,239,3.10696574
234998,240,3.10696574
235910,241,3.10742351
236821,242,3.10772869
237733,243,3.10818647
238645,244,3.10818647
239557,245,3.10864424
240469,246,3.10879683
241381,247,3.10910201
242293,248,3.1092546
243204,249,3.10986496
244116,250,3.10986496
245028,251,3.11001755
245940,252,3.11001755
246852,253,3.11047532
247764,254,3.11062791
248676,255,3.1107805
249587,256,3.11108568
250499,257,3.11139086
251410,258,3.11139086
252321,259,3.11169604
253232,260,3.11169604
254143,261,3.11200122
255054,262,3.11169604
255965,263,3.11215381
256876,264,3.1123064
257787,265,3.11276417
258698,266,3.11215381
259609,267,3.11291676
260520,268,3.11291676
261431,269,3.11322194
262342,270,3.11322194
263253,271,3.11337453
264164,272,3.11352712
265075,273,3.11337453
265986,274,3.1138323
266897,275,3.1138323
269930,276,3.11123827
270841,277,3.10772869
271752,278,3.10620279
272663,279,3.10589761
273574,280,3.10620279
274485,281,3.10574502
275396,282,3.10650797
276307,283,3.10696574
277218,284,3.10711833
278129,285,3.10727092
279040,286,3.10803388
279951,287,3.10833906
280862,288,3.10864424
281773,289,3.10849165
282683,290,3.10971237
283594,291,3.10986496
284504,292,3.11001755
285414,293,3.11047532
286324,294,3.11047532
287234,295,3.11108568
288144,296,3.11123827
289054,297,3.11169604
289964,298,3.11154345
290874,299,3.11169604
291784,300,3.11169604
292694,301,3.11200122
293604,302,3.1123064
294514,303,3.11215381
295423,304,3.11276417
296333,305,3.11261158
297243,306,3.11306935
298153,307,3.11306935
299063,308,3.11352712
299973,309,3.11367971
300883,310,3.11352712
301793,311,3.11337453
302703,312,3.11367971
303613,313,3.11398489
304523,314,3.11413748
305433,315,3.11413748
306343,316,3.11474784
307253,317,3.11490043
308163,318,3.11505303
309072,319,3.11520562
309981,320,3.11490043
310890,321,3.11490043
311799,322,3.11520562
312707,323,3.1155108
313616,324,3.11535821
314524,325,3.1155108
317533,326,3.11200122
318443,327,3.1092546
319353,328,3.10788128
320263,329,3.10788128
321173,330,3.1075761
322083,331,3.10818647
322992,332,3.10833906
323901,333,3.10864424
324809,334,3.1092546
325718,335,3.10986496
326627,336,3.11017014
327536,337,3.11047532
328445,338,3.11108568
329354,339,3.11139086
330263,340,3.11139086
331172,341,3.11215381
332081,342,3.11245899
332990,343,3.11276417
333899,344,3.11291676
334808,345,3.11291676
335717,346,3.11337453
336626,347,3.11413748
337534,348,3.11398489
338443,349,3.11413748
339351,350,3.11429007
340259,351,3.11474784
341167,352,3.11429007
342076,353,3.11490043
342984,354,3.11505303
343892,355,3.11535821
344800,356,3.11566339
345708,357,3.11566339
346616,358,3.11596857
347524,359,3.11596857
348432,360,3.11596857
349340,361,3.11612116
350248,362,3.11596857
351156,363,3.11642634
352063,364,3.11627375
352971,365,3.11642634
353879,366,3.11657893
354787,367,3.1170367
355695,368,3.11718929
356603,369,3.11734188
357511,370,3.11734188
358419,371,3.11764706
359327,372,3.11779965
360235,373,3.11779965
361142,374,3.11764706
362050,375,3.11734188
365077,376,3.11612116
365985,377,3.11245899
366893,378,3.11108568
367801,379,3.11093309
368709,380,3.11108568
369617,381,3.11093309
370525,382,3.11123827
371433,383,3.11169604
372341,384,3.11200122
373248,385,3.11245899
374156,386,3.11184863
375064,387,3.11184863
375971,388,3.11200122
376878,389,3.11276417
377785,390,3.11291676
378692,391,3.11322194
379600,392,3.11352712
380508,393,3.11398489
381416,394,3.11413748
382324,395,3.11459525
383232,396,3.11474784
384140,397,3.11490043
385048,398,3.11474784
385956,399,3.11505303
386864,400,3.11520562
387772,401,3.1155108
388680,402,3.11596857
389588,403,3.11581598
390496,404,3.11612116
391404,405,3.11627375
392311,406,3.11657893
393218,407,3.11657893
394125,408,3.11673152
395032,409,3.1170367
395939,410,3.11718929
396846,411,3.11734188
397753,412,3.11718929
398660,413,3.11764706
399567,414,3.11764706
400474,415,3.11795224
401381,416,3.11795224
402288,417,3.11795224
403195,418,3.11810483
404102,419,3.11825742
405009,420,3.11810483
405916,421,3.11871519
406823,422,3.11810483
407729,423,3.11841001
408636,424,3.1185626
409543,425,3.11886778
412546,426,3.1216144
413453,427,3.11978332
414360,428,3.11932555
415267,429,3.11902037
416174,430,3.11902037
417081,431,3.11902037
417988,432,3.11902037
418895,433,3.11947814
419802,434,3.11963073
420709,435,3.11963073
421616,436,3.11932555
422523,437,3.11963073
423430,438,3.11978332
424336,439,3.1200885
425242,440,3.11993591
426148,441,3.11978332
427054,442,3.12039368
427960,443,3.12024109
428866,444,3.12054627
429772,445,3.11993591
430678,446,3.12039368
431584,447,3.12039368
432490,448,3.11947814
433397,449,3.1200885
434303,450,3.12054627
