,CycleReorder,Volts
1190,1,3.36697948
2141,2,3.36148623
3092,3,3.35645075
4042,4,3.35141527
4992,5,3.34607462
5941,6,3.34088655
6890,7,3.33554589
7838,8,3.33096818
8786,9,3.32623789
9734,10,3.32074464
10681,11,3.31601434
11627,12,3.31143664
12573,13,3.30701152
13519,14,3.30319677
14464,15,3.29938201
15410,16,3.29617762
16355,17,3.29221027
17300,18,3.28839551
18244,19,3.28458076
19189,20,3.28183413
20134,21,3.27847715
21078,22,3.27512016
22023,23,3.27161059
22967,24,3.2684062
23911,25,3.26581216
26973,26,3.22827497
27917,27,3.22949569
28860,28,3.23041123
29803,29,3.23071641
30746,30,3.23010605
31688,31,3.22980087
32630,32,3.2293431
33572,33,3.22842756
34513,34,3.22796979
35454,35,3.22690166
36395,36,3.2261387
37335,37,3.22491798
38275,38,3.22339208
39215,39,3.22186618
40155,40,3.22064546
41095,41,3.21972992
42034,42,3.21866178
42973,43,3.21728847
43912,44,3.21637293
44851,45,3.21545739
45789,46,3.21484703
46727,47,3.2137789
47664,48,3.21225299
48602,49,3.21133745
49540,50,3.20965896
52581,51,3.17196918
53519,52,3.1731899
54458,53,3.17441062
55394,54,3.17532616
56331,55,3.17593652
57268,56,3.17593652
58204,57,3.1762417
59140,58,3.17639429
60076,59,3.17608911
61011,60,3.17578393
61946,61,3.17563134
62880,62,3.17517357
63815,63,3.17486839
64750,64,3.17441062
65684,65,3.17410544
66618,66,3.17303731
67552,67,3.17303731
68486,68,3.17242695
69420,69,3.17212177
70354,70,3.17135882
71288,71,3.17059586
72222,72,3.17029068
73155,73,3.16968032
74088,74,3.16891737
75021,75,3.1684596
78106,76,3.14312963
79040,77,3.14221408
79973,78,3.14297704
80906,79,3.1435874
81839,80,3.14450294
82772,81,3.14557107
83704,82,3.14633402
84636,83,3.1466392
85567,84,3.14740215
86499,85,3.14831769
87431,86,3.14862287
88362,87,3.14847028
89294,88,3.14923323
90225,89,3.14938582
91156,90,3.149691
92087,91,3.14953841
93017,92,3.15030137
93948,93,3.15060655
94879,94,3.15030137
95810,95,3.15060655
96740,96,3.15075914
97670,97,3.15106432
98600,98,3.15060655
99530,99,3.15075914
100460,100,3.15075914
103504,101,3.13061723
104434,102,3.12939651
105364,103,3.12970169
106294,104,3.13076982
107224,105,3.13153277
108153,106,3.13275349
