,CycleReorder,Volts
109082,107,3.13366903
110010,108,3.13473716
110938,109,3.13550011
111867,110,3.13626307
112796,111,3.13687343
113725,112,3.13763638
114653,113,3.13824674
115581,114,3.1388571
116509,115,3.13962005
117437,116,3.14007782
118364,117,3.14023041
119292,118,3.14099336
120220,119,3.14206149
121148,120,3.14221408
122076,121,3.14236667
123004,122,3.14282444
123931,123,3.14282444
124859,124,3.14297704
125787,125,3.14312963
128826,126,3.12436103
129754,127,3.12314031
130682,128,3.12344549
131609,129,3.12436103
132537,130,3.12542916
133464,131,3.12649729
134391,132,3.12741283
135318,133,3.12863355
136245,134,3.12924392
137172,135,3.13046464
138099,136,3.13122759
139025,137,3.13244831
139951,138,3.13290608
140877,139,3.13351644
141803,140,3.13443198
142729,141,3.13550011
143655,142,3.13580529
144581,143,3.13656825
145507,144,3.13717861
146432,145,3.13763638
147357,146,3.13839933
148282,147,3.13962005
149210,148,3.12893874
150136,149,3.13687343
151062,150,3.1373312
151988,151,3.13763638
152913,152,3.13824674
153839,153,3.13870451
154763,154,3.1388571
155688,155,3.13916228
156612,156,3.13946746
157537,157,3.13977264
158462,158,3.13977264
159387,159,3.13977264
160312,160,3.13992523
161236,161,3.14023041
162161,162,3.14007782
163086,163,3.14007782
164011,164,3.14068818
164936,165,3.140383
165861,166,3.140383
166786,167,3.140383
167711,168,3.14053559
168635,169,3.14068818
169559,170,3.14084077
170483,171,3.14084077
171407,172,3.14053559
172331,173,3.14068818
173255,174,3.14099336
174179,175,3.14099336
177124,176,3.124361
178048,177,3.120699
178972,178,3.119936
179896,179,3.120546
180819,180,3.121309
181743,181,3.122072
182666,182,3.1229880000000003
183588,183,3.123751
184511,184,3.124514
185434,185,3.125429
186356,186,3.1261919999999996
187279,187,3.12665
188202,188,3.126497
189125,189,3.128176
190048,190,3.128939
190971,191,3.129397
191894,192,3.1295490000000004
192817,193,3.131075
193739,194,3.131533
194661,195,3.131838
195583,196,3.1326009999999997
196505,197,3.132906
197427,198,3.1326009999999997
198349,199,3.1327529999999997
199271,200,3.133364
200193,201,3.133669
201115,202,3.134585
202036,203,3.1342790000000003
202957,204,3.1355
203879,205,3.1355
204800,206,3.135958
205722,207,3.1355
206644,208,3.136416
207565,209,3.136721
208487,210,3.135805
209409,211,3.13611
210331,212,3.137636
211252,213,3.1385520000000002
212173,214,3.1385520000000002
213094,215,3.138399
214015,216,3.138705
214936,217,3.138857
215856,218,3.138705
216777,219,3.13901
217698,220,3.139162
218619,221,3.1385520000000002
219540,222,3.1382470000000002
220461,223,3.138857
221382,224,3.13901
222303,225,3.139162
225328,226,3.12130922
226250,227,3.11886778
227172,228,3.1185626
228093,229,3.11886778
229014,230,3.11978332
229935,231,3.12085145
230856,232,3.12176699
231777,233,3.12268254
232698,234,3.1232929
233619,235,3.1248188
234539,236,3.12527657
235458,237,3.12588693
236378,238,3.12603952
237298,239,3.12726024
238218,240,3.12771801
239138,241,3.12863355
240058,242,3.12924392
240977,243,3.12970169
241897,244,3.13061723
242817,245,3.13138018
243737,246,3.13153277
244657,247,3.13199054
245576,248,3.1326009
246494,249,3.13275349
247414,250,3.1326009
248334,251,3.13321126
249253,252,3.13366903
250171,253,3.13397421
251090,254,3.13443198
252009,255,3.13458457
252928,256,3.13473716
253847,257,3.13550011
254766,258,3.13534752
255685,259,3.1356527
256604,260,3.13626307
257523,261,3.13580529
258442,262,3.13580529
259361,263,3.13641566
260280,264,3.13672084
261199,265,3.13656825
262118,266,3.13687343
263037,267,3.1373312
263956,268,3.13702602
264875,269,3.1373312
265794,270,3.13763638
266713,271,3.13809415
267631,272,3.13763638
268549,273,3.13794156
269466,274,3.13794156
270384,275,3.13824674
273437,276,3.12756542
274356,277,3.12314031
275275,278,3.12191958
276193,279,3.12176699
277111,280,3.12237736
278029,281,3.12268254
278947,282,3.12314031
279865,283,3.12390326
280783,284,3.12466621
281701,285,3.12558175
282619,286,3.1263447
283537,287,3.12664988
284455,288,3.12756542
285373,289,3.12802319
286291,290,3.12863355
287209,291,3.12939651
288127,292,3.12985428
289045,293,3.13076982
289962,294,3.13092241
290880,295,3.13153277
291797,296,3.13229572
292714,297,3.1326009
293631,298,3.1326009
294548,299,3.13290608
295465,300,3.13305867
296382,301,3.13336385
297299,302,3.13427939
298216,303,3.13427939
299133,304,3.13504234
300050,305,3.13519493
300967,306,3.13550011
301884,307,3.13534752
302801,308,3.13595789
303718,309,3.13611048
304635,310,3.13595789
305552,311,3.13626307
306469,312,3.13641566
307386,313,3.13672084
308303,314,3.13687343
309220,315,3.13748379
310137,316,3.13763638
311054,317,3.13824674
311969,318,3.13855192
312885,319,3.13870451
313800,320,3.13839933
314716,321,3.13900969
315632,322,3.13900969
316548,323,3.1388571
317464,324,3.13900969
318380,325,3.13931487
321398,326,3.12710765
322314,327,3.12420844
323231,328,3.12314031
324148,329,3.12298772
325065,330,3.12344549
325982,331,3.12436103
326898,332,3.12497139
327814,333,3.12558175
328730,334,3.12664988
329646,335,3.12726024
330562,336,3.12802319
331477,337,3.12909133
332393,338,3.12924392
333309,339,3.12985428
334225,340,3.13000687
335141,341,3.131075
336057,342,3.13199054
336972,343,3.13244831
337886,344,3.1326009
338801,345,3.13351644
339716,346,3.1341268
340631,347,3.13427939
341546,348,3.13458457
342461,349,3.13534752
343376,350,3.13550011
344291,351,3.13580529
345206,352,3.13580529
346121,353,3.13641566
347036,354,3.13656825
347951,355,3.13672084
348866,356,3.1373312
349781,357,3.13809415
350696,358,3.13794156
351611,359,3.13778897
352526,360,3.13855192
353441,361,3.13855192
354356,362,3.13870451
355271,363,3.13870451
356186,364,3.1388571
357101,365,3.13916228
358015,366,3.13962005
358929,367,3.13962005
359843,368,3.14007782
360757,369,3.140383
361671,370,3.140383
362585,371,3.140383
363499,372,3.14023041
364413,373,3.14023041
365327,374,3.13992523
366241,375,3.14007782
369288,376,3.13290608
370203,377,3.12863355
371118,378,3.12710765
372033,379,3.12695506
372947,380,3.12695506
373861,381,3.12741283
374775,382,3.1278706
375689,383,3.12878614
376603,384,3.1295491
377517,385,3.1295491
378431,386,3.12893874
379345,387,3.12970169
380259,388,3.13000687
381173,389,3.13061723
382087,390,3.13122759
383001,391,3.13183795
383915,392,3.13229572
384829,393,3.13275349
385743,394,3.13321126
386657,395,3.13351644
387571,396,3.1341268
388485,397,3.13458457
389399,398,3.13534752
390313,399,3.13519493
391227,400,3.13550011
392141,401,3.13611048
393055,402,3.13626307
393969,403,3.13656825
394883,404,3.13702602
395797,405,3.13702602
396711,406,3.13748379
397624,407,3.13763638
398537,408,3.13778897
399450,409,3.13824674
400363,410,3.13855192
401276,411,3.1388571
402189,412,3.13916228
403102,413,3.13931487
404015,414,3.13946746
404928,415,3.13977264
405841,416,3.14007782
406754,417,3.13992523
407667,418,3.14023041
408580,419,3.140383
409493,420,3.14053559
410406,421,3.140383
411319,422,3.14053559
412232,423,3.14068818
413145,424,3.14099336
414058,425,3.14099336
417069,426,3.14221408
417982,427,3.14099336
418895,428,3.14053559
419808,429,3.140383
420721,430,3.14053559
421634,431,3.14068818
422546,432,3.14114595
423458,433,3.14099336
424370,434,3.14145113
425281,435,3.14160372
426193,436,3.14114595
427105,437,3.14175631
428017,438,3.14206149
428929,439,3.14206149
429841,440,3.14236667
430753,441,3.14236667
431665,442,3.14297704
432577,443,3.14267185
433489,444,3.14236667
434401,445,3.14236667
435313,446,3.14282444
436225,447,3.14282444
437137,448,3.14175631
438049,449,3.14312963
438961,450,3.14312963
