,Cycle,CE
0,1,99.95799403
1,2,99.99571416
2,3,100.01953449999999
3,4,99.98821213
4,5,99.99899753
5,6,99.99229204
6,7,100.0012788
7,8,100.0104732
8,9,99.97933349
9,10,99.99982723
10,11,100.0020388
11,12,99.99174176
12,13,99.99765033
13,14,100.01766059999999
14,15,99.99744239
15,16,100.00224659999999
16,17,99.99364089
17,18,100.010094
18,19,99.99778766
19,20,99.96262253
20,21,99.98600966
21,22,100.0057348
22,23,100.0026953
23,24,100.011336
24,25,99.98883816
25,26,99.97499029999999
26,27,100.0021063
27,28,99.99595908
28,29,100.0008979
29,30,100.0024868
30,31,100.0058723
31,32,100.0000691
32,33,100.024292
33,34,100.01092249999999
34,35,100.0046318
35,36,99.99782235
36,37,99.98531228
37,38,100.00501109999999
38,39,100.0051498
39,40,99.99377938
40,41,99.99910140000001
41,42,100.0241688
42,43,100.01597740000001
43,44,100.02234859999999
44,45,99.99183673
45,46,99.99740584
46,47,99.99367131
47,48,99.99885885
48,49,100.0011413
49,50,99.99304914
50,51,99.95376779
51,52,99.75141343
52,53,100.2546829
53,54,100.0089363
54,55,99.98715111
55,56,100.020163
56,57,100.0017669
57,58,99.99889134
58,59,100.002564
59,60,99.99965349
60,61,100.0065496
61,62,100.01133259999999
62,63,99.9971237
63,64,100.0119572
64,65,100.0150098
65,66,100.0139018
66,67,100.0028078
67,68,100.0054078
68,69,100.0052348
69,70,100.008217
70,71,99.99767744
71,72,100.01078309999998
72,73,100.00572109999999
73,74,100.0021153
74,75,100.00253149999999
75,76,99.85927945
76,77,99.96996609
77,78,99.98937455
78,79,100.0034728
79,80,100.0050709
80,81,100.0079195
81,82,100.0143142
82,83,99.99454594
83,84,100.00823309999998
84,85,100.0089628
85,86,99.9913154
86,87,100.0159129
87,88,100.00879240000002
88,89,100.00862049999999
89,90,100.00351090000001
90,91,100.0125503
91,92,99.99874835
92,93,100.0021903
93,94,100.00622340000001
94,95,99.9965579
95,96,100.0075798
96,97,100.0071988
97,98,99.99819166
98,99,100.002365
99,100,100.0056699
100,101,99.98638652
101,102,99.9945705
102,103,100.0177897
103,104,100.0088104
104,105,100.000975
105,106,100.0157428
106,107,100.0056434
107,108,100.0261696
108,109,100.0052626
109,110,100.006796
110,111,100.00118499999999
111,112,100.00170770000001
112,113,100.018825
113,114,100.0067292
114,115,100.001046
115,116,100.0163556
116,117,100.0105685
117,118,100.0087559
118,119,100.00893149999999
119,120,99.99385975
120,121,100.0101179
121,122,100.0056177
122,123,100.00718940000002
123,124,100.0175235
124,125,100.00862420000001
125,126,100.03239040000001
126,127,99.99860269
127,128,100.0090832
128,129,100.0096782
129,130,100.0035643
130,131,100.0164966
131,132,100.0117808
132,133,100.0088459
133,134,100.01629670000001
134,135,100.0212662
135,136,100.0134688
136,137,100.0019591
137,138,100.008187
138,139,100.0112321
139,140,100.01161929999999
140,141,100.0153319
141,142,100.0019604
142,143,100.00864759999999
143,144,98.73487178
144,145,101.1005135
145,146,100.02900809999998
146,147,100.01586390000001
147,148,100.0249205
148,149,100.026997
149,150,100.0190243
150,151,100.0245513
151,152,100.02050059999999
152,153,100.0077316
153,154,100.0190002
154,155,100.0141054
155,156,99.99884526
156,157,100.02515840000001
157,158,100.02772879999999
158,159,100.0100473
159,160,100.0234938
160,161,100.0303005
161,162,100.01376570000001
162,163,100.0042734
163,164,100.025295
164,165,100.0197285
165,166,100.0063774
166,167,100.0280356
167,168,100.0189282
168,169,100.0085527
169,170,100.0348865
170,171,100.014588
171,172,100.01911390000001
172,173,100.017746
173,174,100.01904470000001
174,175,100.0129786
175,176,99.95774202
176,177,99.94014927
177,178,100.0211312
178,179,100.00352190000001
179,180,100.02113349999999
180,181,100.0352386
181,182,100.0281948
182,183,100.01762240000001
183,184,100.0317292
184,185,99.98590408
185,186,100.0105671
186,187,100.0458247
187,188,100.0211521
188,189,100.0
189,190,100.05291009999999
190,191,100.0282217
191,192,100.0211678
192,193,100.0317628
193,194,99.97530516
194,195,100.01057790000002
195,196,100.0176348
196,197,100.03175159999999
197,198,100.0141128
198,199,100.05294930000001
199,200,100.0247219
200,201,100.01412629999999
201,202,100.03885
202,203,100.02119990000001
203,204,99.96115956
204,205,100.074163
205,206,100.0530504
206,207,100.0283006
207,208,100.0141498
208,209,100.04246429999999
209,210,100.0247717
210,211,100.0212329
211,212,100.0283166
212,213,100.0
213,214,100.01415279999999
214,215,100.02123590000001
215,216,100.0141588
216,217,100.0176997
217,218,100.0354108
218,219,100.03542209999999
219,220,100.0177117
220,221,100.0496032
221,222,100.0248069
222,223,100.0
223,224,100.0354333
224,225,100.0177173
225,226,100.0626937
226,227,100.011945
227,228,100.01828950000001
228,229,100.0354587
229,230,100.04228640000001
230,231,100.03456729999999
231,232,100.029607
232,233,100.02265140000002
233,234,100.05232480000001
234,235,100.0186877
235,236,100.0345358
236,237,100.0228878
237,238,100.033627
238,239,100.0307563
239,240,100.01571679999999
240,241,100.0533554
241,242,100.0362261
242,243,100.02573249999999
243,244,100.05379959999999
244,245,100.01406329999999
245,246,100.0221422
246,247,100.0223973
247,248,100.043165
248,249,100.0333091
249,250,100.02736309999999
250,251,100.04265720000001
251,252,100.0249192
252,253,100.0329132
253,254,100.03059909999999
254,255,100.0050287
255,256,100.0278196
256,257,100.03685899999999
257,258,100.0258045
258,259,100.0363363
259,260,100.03709509999999
260,261,100.0324261
261,262,100.0434767
262,263,100.0435263
263,264,100.02669540000001
264,265,100.021268
265,266,100.0288134
266,267,100.0293979
267,268,100.0221442
268,269,100.0318423
269,270,100.0263087
270,271,100.02717290000001
271,272,100.0242383
272,273,100.01901579999999
273,274,100.0206957
274,275,100.027862
275,276,99.77847757
276,277,99.94837777
277,278,99.97607558
278,279,100.0403744
279,280,100.01410870000001
280,281,100.0236629
281,282,100.0266848
282,283,100.0396249
283,284,100.0359069
284,285,100.02900799999999
285,286,100.0302717
286,287,100.0189459
287,288,100.0475184
288,289,100.0378535
289,290,100.02915259999999
290,291,100.03560340000001
291,292,100.0440101
292,293,100.0311927
293,294,100.00295290000001
294,295,100.02632320000001
295,296,100.0270495
296,297,100.0340814
297,298,100.0221605
298,299,100.0614693
299,300,100.0314446
300,301,100.0349545
301,302,100.04293309999998
302,303,100.0234202
303,304,100.02406690000001
