,Cycle,Cell42
6551,1,0.01951522
11323,2,0.01950812
16093,3,0.0195082
20863,4,0.01950917
25633,5,0.01950899
30403,6,0.01950672
35172,7,0.0195049
39941,8,0.01950194
44709,9,0.01949749
49476,10,0.01949519
54243,11,0.0194912
59009,12,0.01948724
63774,13,0.01948358
68538,14,0.01947959
73302,15,0.01947532
78065,16,0.01947115
82826,17,0.01946814
87587,18,0.01946526
92347,19,0.01946083
97106,20,0.01945687
101864,21,0.01945325
106622,22,0.01944964
111379,23,0.0194455
116135,24,0.01944122
120891,25,0.01943465
121856,26,0.01955726
122444,27,0.01952361
123031,28,0.01949205
123618,29,0.01946906
124205,30,0.01944959
124792,31,0.01943149
125378,32,0.0194156
125963,33,0.01939845
126548,34,0.01938438
127134,35,0.01937076
127719,36,0.01935825
128304,37,0.01934546
128889,38,0.01933445
129474,39,0.01932144
130058,40,0.01931086
130642,41,0.01930133
131226,42,0.01929294
131810,43,0.0192827
132394,44,0.01927278
132977,45,0.01926294
133560,46,0.01925404
134143,47,0.01924539
134725,48,0.01923523
135307,49,0.01922823
135889,50,0.01921887
136471,51,0.01921229
137052,52,0.01920258
137634,53,0.01919345
138216,54,0.01918514
138798,55,0.01917646
139380,56,0.0191683
139962,57,0.01916081
140543,58,0.01915318
141124,59,0.01914587
141705,60,0.01913857
142286,61,0.01913027
142867,62,0.0191227
143448,63,0.01911492
144029,64,0.01910819
144609,65,0.01910093
145189,66,0.01909357
145769,67,0.01908674
146349,68,0.01907945
146929,69,0.01907225
147509,70,0.01906423
148089,71,0.0190576
148668,72,0.01905063
149246,73,0.01904253
149824,74,0.01903369
150402,75,0.01902894
151270,76,0.01929144
151853,77,0.01924291
152435,78,0.01919902
153017,79,0.01916685
153598,80,0.01914115
154178,81,0.01911814
154757,82,0.01909819
155337,83,0.01908045
155917,84,0.01906425
156496,85,0.01904995
157075,86,0.01903739
157654,87,0.01902377
158233,88,0.0190107
158811,89,0.01899783
159389,90,0.01898485
159967,91,0.01897476
160545,92,0.01896489
161122,93,0.01895286
161698,94,0.01894162
162274,95,0.01893096
162850,96,0.01892243
163427,97,0.01891204
164004,98,0.01890074
164580,99,0.01889116
165156,100,0.01888275
165732,101,0.01887359
166308,102,0.01886464
166884,103,0.01885596
167460,104,0.01884952
168035,105,0.01884078
168610,106,0.01883215
169185,107,0.01882292
169760,108,0.01881537
170335,109,0.01880804
170910,110,0.0187998
171485,111,0.01879101
172059,112,0.01878381
172632,113,0.01877861
173205,114,0.0187703
173778,115,0.01876267
174351,116,0.01875396
174924,117,0.01874562
175498,118,0.01873758
176071,119,0.01872929
176644,120,0.01871892
177217,121,0.01870849
177790,122,0.01870118
178363,123,0.018692
178936,124,0.01868522
179508,125,0.01867844
180452,126,0.01895492
181029,127,0.01890024
181604,128,0.01885061
182179,129,0.01881954
182754,130,0.01879223
183328,131,0.0187699
183902,132,0.01874885
184474,133,0.0187281
185046,134,0.01870973
185619,135,0.01868973
186191,136,0.01867422
186763,137,0.01865725
187335,138,0.01864234
187906,139,0.01862626
188477,140,0.01861088
189048,141,0.01859769
189619,142,0.01858961
190190,143,0.01858124
190760,144,0.01856993
191329,145,0.01855908
191898,146,0.01854617
